FIPS	State	County	Variable	median_household_income
17083	Illinois	Jersey	median_household_income	55416
17085	Illinois	Jo Daviess	median_household_income	51293
17087	Illinois	Johnson	median_household_income	42357
17089	Illinois	Kane	median_household_income	66133
17091	Illinois	Kankakee	median_household_income	46046
17093	Illinois	Kendall	median_household_income	82934
17095	Illinois	Knox	median_household_income	39803
17097	Illinois	Lake	median_household_income	74306
17099	Illinois	LaSalle	median_household_income	48945
17101	Illinois	Lawrence	median_household_income	38934
17103	Illinois	Lee	median_household_income	48388
17105	Illinois	Livingston	median_household_income	53249
17107	Illinois	Logan	median_household_income	46863
17109	Illinois	McDonough	median_household_income	38916
17111	Illinois	McHenry	median_household_income	70682
17113	Illinois	McLean	median_household_income	58791
17115	Illinois	Macon	median_household_income	44725
17117	Illinois	Macoupin	median_household_income	46525
17119	Illinois	Madison	median_household_income	50462
17121	Illinois	Marion	median_household_income	40056
17123	Illinois	Marshall	median_household_income	50571
17125	Illinois	Mason	median_household_income	43515
17127	Illinois	Massac	median_household_income	39308
17129	Illinois	Menard	median_household_income	58900
17131	Illinois	Mercer	median_household_income	52351
17133	Illinois	Monroe	median_household_income	71766
17135	Illinois	Montgomery	median_household_income	49430
17137	Illinois	Morgan	median_household_income	43210
17139	Illinois	Moultrie	median_household_income	49994
17141	Illinois	Ogle	median_household_income	55009
17143	Illinois	Peoria	median_household_income	49022
17145	Illinois	Perry	median_household_income	40167
17147	Illinois	Piatt	median_household_income	61339
17149	Illinois	Pike	median_household_income	38743
17151	Illinois	Pope	median_household_income	37757
17153	Illinois	Pulaski	median_household_income	31742
17155	Illinois	Putnam	median_household_income	51518
17157	Illinois	Randolph	median_household_income	44708
17159	Illinois	Richland	median_household_income	42369
17161	Illinois	Rock Island	median_household_income	44487
17163	Illinois	St. Clair	median_household_income	49634
17165	Illinois	Saline	median_household_income	35999
17167	Illinois	Sangamon	median_household_income	51537
17169	Illinois	Schuyler	median_household_income	43744
17171	Illinois	Scott	median_household_income	48361
17173	Illinois	Shelby	median_household_income	45964
17175	Illinois	Stark	median_household_income	46913
17177	Illinois	Stephenson	median_household_income	42661
17179	Illinois	Tazewell	median_household_income	50106
17181	Illinois	Union	median_household_income	39099
17183	Illinois	Vermilion	median_household_income	40742
17185	Illinois	Wabash	median_household_income	48154
17187	Illinois	Warren	median_household_income	44818
17189	Illinois	Washington	median_household_income	50465
17191	Illinois	Wayne	median_household_income	40178
17193	Illinois	White	median_household_income	41706
17195	Illinois	Whiteside	median_household_income	45930
17197	Illinois	Will	median_household_income	72053
17199	Illinois	Williamson	median_household_income	41079
17201	Illinois	Winnebago	median_household_income	44353
17203	Illinois	Woodford	median_household_income	65998
18001	Indiana	Adams	median_household_income	47265
18003	Indiana	Allen	median_household_income	47411
18005	Indiana	Bartholomew	median_household_income	52669
18007	Indiana	Benton	median_household_income	45644
18009	Indiana	Blackford	median_household_income	38346
18011	Indiana	Boone	median_household_income	63717
18013	Indiana	Brown	median_household_income	53376
18015	Indiana	Carroll	median_household_income	49216
18017	Indiana	Cass	median_household_income	41271
18019	Indiana	Clark	median_household_income	49778
18021	Indiana	Clay	median_household_income	44574
18023	Indiana	Clinton	median_household_income	45712
18025	Indiana	Crawford	median_household_income	37674
18027	Indiana	Daviess	median_household_income	43800
18029	Indiana	Dearborn	median_household_income	56344
18031	Indiana	Decatur	median_household_income	44574
18033	Indiana	DeKalb	median_household_income	46262
18035	Indiana	Delaware	median_household_income	37208
18037	Indiana	Dubois	median_household_income	51936
18039	Indiana	Elkhart	median_household_income	44354
18041	Indiana	Fayette	median_household_income	37292
18043	Indiana	Floyd	median_household_income	51210
18045	Indiana	Fountain	median_household_income	44508
18047	Indiana	Franklin	median_household_income	51106
18049	Indiana	Fulton	median_household_income	42417
18051	Indiana	Gibson	median_household_income	46570
18053	Indiana	Grant	median_household_income	38745
18055	Indiana	Greene	median_household_income	42877
18057	Indiana	Hamilton	median_household_income	84939
18059	Indiana	Hancock	median_household_income	61540
18061	Indiana	Harrison	median_household_income	49551
18063	Indiana	Hendricks	median_household_income	64239
18065	Indiana	Henry	median_household_income	36572
18067	Indiana	Howard	median_household_income	40997
18069	Indiana	Huntington	median_household_income	47326
18071	Indiana	Jackson	median_household_income	44921
18073	Indiana	Jasper	median_household_income	52559
18075	Indiana	Jay	median_household_income	38572
18077	Indiana	Jefferson	median_household_income	40386
18079	Indiana	Jennings	median_household_income	42577
18081	Indiana	Johnson	median_household_income	61477
18083	Indiana	Knox	median_household_income	38653
18085	Indiana	Kosciusko	median_household_income	50823
18087	Indiana	LaGrange	median_household_income	42119
18089	Indiana	Lake	median_household_income	48143
18091	Indiana	LaPorte	median_household_income	47201
18093	Indiana	Lawrence	median_household_income	43471
18095	Indiana	Madison	median_household_income	41766
18097	Indiana	Marion	median_household_income	39957
18099	Indiana	Marshall	median_household_income	46301
18101	Indiana	Martin	median_household_income	44715
18103	Indiana	Miami	median_household_income	43287
18105	Indiana	Monroe	median_household_income	40262
18107	Indiana	Montgomery	median_household_income	43176
18109	Indiana	Morgan	median_household_income	53690
18111	Indiana	Newton	median_household_income	44418
18113	Indiana	Noble	median_household_income	46690
18115	Indiana	Ohio	median_household_income	48788
18117	Indiana	Orange	median_household_income	37910
18119	Indiana	Owen	median_household_income	41004
18121	Indiana	Parke	median_household_income	40790
18123	Indiana	Perry	median_household_income	45234
18125	Indiana	Pike	median_household_income	42482
18127	Indiana	Porter	median_household_income	62178
18129	Indiana	Posey	median_household_income	55488
18131	Indiana	Pulaski	median_household_income	43971
18133	Indiana	Putnam	median_household_income	46961
18135	Indiana	Randolph	median_household_income	39611
18137	Indiana	Ripley	median_household_income	47900
18139	Indiana	Rush	median_household_income	44416
18141	Indiana	St. Joseph	median_household_income	43813
18143	Indiana	Scott	median_household_income	38826
18145	Indiana	Shelby	median_household_income	49437
18147	Indiana	Spencer	median_household_income	53464
18149	Indiana	Starke	median_household_income	42088
18151	Indiana	Steuben	median_household_income	45957
18153	Indiana	Sullivan	median_household_income	42608
18155	Indiana	Switzerland	median_household_income	42285
18157	Indiana	Tippecanoe	median_household_income	43339
18159	Indiana	Tipton	median_household_income	53300
18161	Indiana	Union	median_household_income	43540
18163	Indiana	Vanderburgh	median_household_income	43570
18165	Indiana	Vermillion	median_household_income	45089
18167	Indiana	Vigo	median_household_income	39173
18169	Indiana	Wabash	median_household_income	42032
18171	Indiana	Warren	median_household_income	49095
18173	Indiana	Warrick	median_household_income	63543
18175	Indiana	Washington	median_household_income	39085
18177	Indiana	Wayne	median_household_income	36559
18179	Indiana	Wells	median_household_income	49234
18181	Indiana	White	median_household_income	45748
18183	Indiana	Whitley	median_household_income	48192
19001	Iowa	Adair	median_household_income	44701
19003	Iowa	Adams	median_household_income	42062
19005	Iowa	Allamakee	median_household_income	39670
19007	Iowa	Appanoose	median_household_income	36693
19009	Iowa	Audubon	median_household_income	45310
19011	Iowa	Benton	median_household_income	54222
19013	Iowa	Black Hawk	median_household_income	43037
19015	Iowa	Boone	median_household_income	50758
19017	Iowa	Bremer	median_household_income	57646
19019	Iowa	Buchanan	median_household_income	52930
19021	Iowa	Buena Vista	median_household_income	46356
19023	Iowa	Butler	median_household_income	51560
19025	Iowa	Calhoun	median_household_income	46171
19027	Iowa	Carroll	median_household_income	49251
19029	Iowa	Cass	median_household_income	41329
19031	Iowa	Cedar	median_household_income	57890
19033	Iowa	Cerro Gordo	median_household_income	43120
19035	Iowa	Cherokee	median_household_income	47570
19037	Iowa	Chickasaw	median_household_income	47311
19039	Iowa	Clarke	median_household_income	42670
19041	Iowa	Clay	median_household_income	50289
19043	Iowa	Clayton	median_household_income	44370
19045	Iowa	Clinton	median_household_income	45600
19047	Iowa	Crawford	median_household_income	44197
19049	Iowa	Dallas	median_household_income	72146
19051	Iowa	Davis	median_household_income	40673
19053	Iowa	Decatur	median_household_income	33803
19055	Iowa	Delaware	median_household_income	50231
19057	Iowa	Des Moines	median_household_income	43721
19059	Iowa	Dickinson	median_household_income	52821
19061	Iowa	Dubuque	median_household_income	52084
19063	Iowa	Emmet	median_household_income	44556
19065	Iowa	Fayette	median_household_income	41547
19067	Iowa	Floyd	median_household_income	44478
19069	Iowa	Franklin	median_household_income	47396
19071	Iowa	Fremont	median_household_income	51410
19073	Iowa	Greene	median_household_income	44271
19075	Iowa	Grundy	median_household_income	54645
19077	Iowa	Guthrie	median_household_income	47762
19079	Iowa	Hamilton	median_household_income	45331
19081	Iowa	Hancock	median_household_income	50935
19083	Iowa	Hardin	median_household_income	46708
19085	Iowa	Harrison	median_household_income	49921
19087	Iowa	Henry	median_household_income	45330
19089	Iowa	Howard	median_household_income	45450
19091	Iowa	Humboldt	median_household_income	48954
19093	Iowa	Ida	median_household_income	48480
19095	Iowa	Iowa	median_household_income	53984
19097	Iowa	Jackson	median_household_income	44840
19099	Iowa	Jasper	median_household_income	50469
19101	Iowa	Jefferson	median_household_income	39743
19103	Iowa	Johnson	median_household_income	53570
19105	Iowa	Jones	median_household_income	50929
19107	Iowa	Keokuk	median_household_income	42766
19109	Iowa	Kossuth	median_household_income	46294
19111	Iowa	Lee	median_household_income	43110
19113	Iowa	Linn	median_household_income	55772
19115	Iowa	Louisa	median_household_income	48372
19117	Iowa	Lucas	median_household_income	38422
19119	Iowa	Lyon	median_household_income	53398
19121	Iowa	Madison	median_household_income	56258
19123	Iowa	Mahaska	median_household_income	47598
19125	Iowa	Marion	median_household_income	51996
19127	Iowa	Marshall	median_household_income	47535
19129	Iowa	Mills	median_household_income	57331
19131	Iowa	Mitchell	median_household_income	45430
19133	Iowa	Monona	median_household_income	41458
19135	Iowa	Monroe	median_household_income	42961
19137	Iowa	Montgomery	median_household_income	41437
19139	Iowa	Muscatine	median_household_income	47966
19141	Iowa	O'Brien	median_household_income	46233
19143	Iowa	Osceola	median_household_income	47890
19145	Iowa	Page	median_household_income	42449
19147	Iowa	Palo Alto	median_household_income	43557
19149	Iowa	Plymouth	median_household_income	55047
19151	Iowa	Pocahontas	median_household_income	43766
19153	Iowa	Polk	median_household_income	56091
19155	Iowa	Pottawattamie	median_household_income	48589
19157	Iowa	Poweshiek	median_household_income	49853
19159	Iowa	Ringgold	median_household_income	38547
19161	Iowa	Sac	median_household_income	49480
19163	Iowa	Scott	median_household_income	50007
19165	Iowa	Shelby	median_household_income	48572
19167	Iowa	Sioux	median_household_income	57027
19169	Iowa	Story	median_household_income	48121
19171	Iowa	Tama	median_household_income	50034
19173	Iowa	Taylor	median_household_income	43155
19175	Iowa	Union	median_household_income	39922
19177	Iowa	Van Buren	median_household_income	39719
19179	Iowa	Wapello	median_household_income	39999
19181	Iowa	Warren	median_household_income	62688
19183	Iowa	Washington	median_household_income	50559
19185	Iowa	Wayne	median_household_income	37662
19187	Iowa	Webster	median_household_income	42178
19189	Iowa	Winnebago	median_household_income	47692
19191	Iowa	Winneshiek	median_household_income	49148
19193	Iowa	Woodbury	median_household_income	43362
19195	Iowa	Worth	median_household_income	48718
19197	Iowa	Wright	median_household_income	43647
20001	Kansas	Allen	median_household_income	37353
20003	Kansas	Anderson	median_household_income	42185
20005	Kansas	Atchison	median_household_income	42131
20007	Kansas	Barber	median_household_income	44118
20009	Kansas	Barton	median_household_income	42183
20011	Kansas	Bourbon	median_household_income	35805
20013	Kansas	Brown	median_household_income	40424
20015	Kansas	Butler	median_household_income	53217
20017	Kansas	Chase	median_household_income	41217
20019	Kansas	Chautauqua	median_household_income	35952
20021	Kansas	Cherokee	median_household_income	39696
20023	Kansas	Cheyenne	median_household_income	36835
20025	Kansas	Clark	median_household_income	42171
20027	Kansas	Clay	median_household_income	47692
20029	Kansas	Cloud	median_household_income	39763
20031	Kansas	Coffey	median_household_income	54644
20033	Kansas	Comanche	median_household_income	39975
20035	Kansas	Cowley	median_household_income	40248
20037	Kansas	Crawford	median_household_income	34080
20039	Kansas	Decatur	median_household_income	37986
20041	Kansas	Dickinson	median_household_income	46894
20043	Kansas	Doniphan	median_household_income	43092
20045	Kansas	Douglas	median_household_income	47930
20047	Kansas	Edwards	median_household_income	43874
20049	Kansas	Elk	median_household_income	34174
20051	Kansas	Ellis	median_household_income	41774
20053	Kansas	Ellsworth	median_household_income	46927
20055	Kansas	Finney	median_household_income	44888
20057	Kansas	Ford	median_household_income	47542
20059	Kansas	Franklin	median_household_income	46553
20061	Kansas	Geary	median_household_income	40224
20063	Kansas	Gove	median_household_income	44351
20065	Kansas	Graham	median_household_income	40903
20067	Kansas	Grant	median_household_income	54230
20069	Kansas	Gray	median_household_income	59278
20071	Kansas	Greeley	median_household_income	48606
20073	Kansas	Greenwood	median_household_income	35765
20075	Kansas	Hamilton	median_household_income	43679
20077	Kansas	Harper	median_household_income	39104
20079	Kansas	Harvey	median_household_income	50958
20081	Kansas	Haskell	median_household_income	54340
20083	Kansas	Hodgeman	median_household_income	45992
20085	Kansas	Jackson	median_household_income	50342
20087	Kansas	Jefferson	median_household_income	57046
20089	Kansas	Jewell	median_household_income	38865
20091	Kansas	Johnson	median_household_income	70665
20093	Kansas	Kearny	median_household_income	51413
20095	Kansas	Kingman	median_household_income	47684
20097	Kansas	Kiowa	median_household_income	39796
20099	Kansas	Labette	median_household_income	37879
20101	Kansas	Lane	median_household_income	47900
20103	Kansas	Leavenworth	median_household_income	61567
20105	Kansas	Lincoln	median_household_income	39317
20107	Kansas	Linn	median_household_income	44615
20109	Kansas	Logan	median_household_income	43315
20111	Kansas	Lyon	median_household_income	39346
20113	Kansas	McPherson	median_household_income	48130
20115	Kansas	Marion	median_household_income	43749
20117	Kansas	Marshall	median_household_income	42619
20119	Kansas	Meade	median_household_income	49141
20121	Kansas	Miami	median_household_income	57580
20123	Kansas	Mitchell	median_household_income	43511
20125	Kansas	Montgomery	median_household_income	36670
20127	Kansas	Morris	median_household_income	44227
20129	Kansas	Morton	median_household_income	47006
20131	Kansas	Nemaha	median_household_income	47971
20133	Kansas	Neosho	median_household_income	40651
20135	Kansas	Ness	median_household_income	44774
20137	Kansas	Norton	median_household_income	41396
20139	Kansas	Osage	median_household_income	47318
20141	Kansas	Osborne	median_household_income	37949
20143	Kansas	Ottawa	median_household_income	48998
20145	Kansas	Pawnee	median_household_income	41623
20147	Kansas	Phillips	median_household_income	40746
20149	Kansas	Pottawatomie	median_household_income	53339
20151	Kansas	Pratt	median_household_income	44964
20153	Kansas	Rawlins	median_household_income	40908
20155	Kansas	Reno	median_household_income	41892
20157	Kansas	Republic	median_household_income	38132
20159	Kansas	Rice	median_household_income	45420
20161	Kansas	Riley	median_household_income	45558
20163	Kansas	Rooks	median_household_income	39326
20165	Kansas	Rush	median_household_income	37693
20167	Kansas	Russell	median_household_income	37140
20169	Kansas	Saline	median_household_income	45359
20171	Kansas	Scott	median_household_income	49066
20173	Kansas	Sedgwick	median_household_income	49526
20175	Kansas	Seward	median_household_income	47855
20177	Kansas	Shawnee	median_household_income	44816
20179	Kansas	Sheridan	median_household_income	48498
20181	Kansas	Sherman	median_household_income	39660
20183	Kansas	Smith	median_household_income	38090
20185	Kansas	Stafford	median_household_income	44133
20187	Kansas	Stanton	median_household_income	49115
20189	Kansas	Stevens	median_household_income	58901
20191	Kansas	Sumner	median_household_income	47460
20193	Kansas	Thomas	median_household_income	47892
20195	Kansas	Trego	median_household_income	45683
20197	Kansas	Wabaunsee	median_household_income	51666
20199	Kansas	Wallace	median_household_income	47573
20201	Kansas	Washington	median_household_income	39962
20203	Kansas	Wichita	median_household_income	46929
20205	Kansas	Wilson	median_household_income	37002
20207	Kansas	Woodson	median_household_income	33221
20209	Kansas	Wyandotte	median_household_income	38016
21001	Kentucky	Adair	median_household_income	30147
21003	Kentucky	Allen	median_household_income	35614
21005	Kentucky	Anderson	median_household_income	51817
21007	Kentucky	Ballard	median_household_income	40790
21009	Kentucky	Barren	median_household_income	36298
21011	Kentucky	Bath	median_household_income	29857
21013	Kentucky	Bell	median_household_income	24940
21015	Kentucky	Boone	median_household_income	64055
21017	Kentucky	Bourbon	median_household_income	40350
21019	Kentucky	Boyd	median_household_income	38783
21021	Kentucky	Boyle	median_household_income	39663
21023	Kentucky	Bracken	median_household_income	41974
21025	Kentucky	Breathitt	median_household_income	26829
21027	Kentucky	Breckinridge	median_household_income	38028
21029	Kentucky	Bullitt	median_household_income	52033
21031	Kentucky	Butler	median_household_income	32483
21033	Kentucky	Caldwell	median_household_income	36650
21035	Kentucky	Calloway	median_household_income	39599
21037	Kentucky	Campbell	median_household_income	53501
21039	Kentucky	Carlisle	median_household_income	38075
21041	Kentucky	Carroll	median_household_income	40685
21043	Kentucky	Carter	median_household_income	35471
21045	Kentucky	Casey	median_household_income	28034
21047	Kentucky	Christian	median_household_income	35779
21049	Kentucky	Clark	median_household_income	44494
21051	Kentucky	Clay	median_household_income	22289
21053	Kentucky	Clinton	median_household_income	27095
21055	Kentucky	Crittenden	median_household_income	33570
21057	Kentucky	Cumberland	median_household_income	27570
21059	Kentucky	Daviess	median_household_income	44379
21061	Kentucky	Edmonson	median_household_income	36321
21063	Kentucky	Elliott	median_household_income	29339
21065	Kentucky	Estill	median_household_income	28961
21067	Kentucky	Fayette	median_household_income	47211
21069	Kentucky	Fleming	median_household_income	34736
21071	Kentucky	Floyd	median_household_income	28459
21073	Kentucky	Franklin	median_household_income	44241
21075	Kentucky	Fulton	median_household_income	28340
21077	Kentucky	Gallatin	median_household_income	41084
21079	Kentucky	Garrard	median_household_income	40292
21081	Kentucky	Grant	median_household_income	44158
21083	Kentucky	Graves	median_household_income	35690
21085	Kentucky	Grayson	median_household_income	32793
21087	Kentucky	Green	median_household_income	31189
21089	Kentucky	Greenup	median_household_income	41676
21091	Kentucky	Hancock	median_household_income	52049
21093	Kentucky	Hardin	median_household_income	47423
21095	Kentucky	Harlan	median_household_income	28721
21097	Kentucky	Harrison	median_household_income	39160
21099	Kentucky	Hart	median_household_income	31677
21101	Kentucky	Henderson	median_household_income	41244
21103	Kentucky	Henry	median_household_income	42614
21105	Kentucky	Hickman	median_household_income	38446
21107	Kentucky	Hopkins	median_household_income	39733
21109	Kentucky	Jackson	median_household_income	26344
21111	Kentucky	Jefferson	median_household_income	45407
21113	Kentucky	Jessamine	median_household_income	47280
21115	Kentucky	Johnson	median_household_income	35068
21117	Kentucky	Kenton	median_household_income	50150
21119	Kentucky	Knott	median_household_income	29791
21121	Kentucky	Knox	median_household_income	25536
21123	Kentucky	Larue	median_household_income	39174
21125	Kentucky	Laurel	median_household_income	35147
21127	Kentucky	Lawrence	median_household_income	32275
21129	Kentucky	Lee	median_household_income	24770
21131	Kentucky	Leslie	median_household_income	29645
21133	Kentucky	Letcher	median_household_income	31146
21135	Kentucky	Lewis	median_household_income	28740
21137	Kentucky	Lincoln	median_household_income	35530
21139	Kentucky	Livingston	median_household_income	38724
21141	Kentucky	Logan	median_household_income	39304
21143	Kentucky	Lyon	median_household_income	40006
21145	Kentucky	McCracken	median_household_income	44115
21147	Kentucky	McCreary	median_household_income	24640
21149	Kentucky	McLean	median_household_income	38984
21151	Kentucky	Madison	median_household_income	40034
21153	Kentucky	Magoffin	median_household_income	28004
21155	Kentucky	Marion	median_household_income	36168
21157	Kentucky	Marshall	median_household_income	45163
21159	Kentucky	Martin	median_household_income	28880
21161	Kentucky	Mason	median_household_income	39837
21163	Kentucky	Meade	median_household_income	48485
21165	Kentucky	Menifee	median_household_income	28773
21167	Kentucky	Mercer	median_household_income	40502
21169	Kentucky	Metcalfe	median_household_income	29852
21171	Kentucky	Monroe	median_household_income	27480
21173	Kentucky	Montgomery	median_household_income	40267
21175	Kentucky	Morgan	median_household_income	29078
21177	Kentucky	Muhlenberg	median_household_income	35316
21179	Kentucky	Nelson	median_household_income	42271
21181	Kentucky	Nicholas	median_household_income	34886
21183	Kentucky	Ohio	median_household_income	37545
21185	Kentucky	Oldham	median_household_income	80872
21187	Kentucky	Owen	median_household_income	40909
21189	Kentucky	Owsley	median_household_income	21865
21191	Kentucky	Pendleton	median_household_income	44853
21193	Kentucky	Perry	median_household_income	31623
21195	Kentucky	Pike	median_household_income	33881
21197	Kentucky	Powell	median_household_income	31129
21199	Kentucky	Pulaski	median_household_income	34695
21201	Kentucky	Robertson	median_household_income	35504
21203	Kentucky	Rockcastle	median_household_income	30323
21205	Kentucky	Rowan	median_household_income	34920
21207	Kentucky	Russell	median_household_income	30691
21209	Kentucky	Scott	median_household_income	58164
21211	Kentucky	Shelby	median_household_income	51021
21213	Kentucky	Simpson	median_household_income	40583
21215	Kentucky	Spencer	median_household_income	62347
21217	Kentucky	Taylor	median_household_income	33348
21219	Kentucky	Todd	median_household_income	37325
21221	Kentucky	Trigg	median_household_income	41699
21223	Kentucky	Trimble	median_household_income	43677
21225	Kentucky	Union	median_household_income	42059
21227	Kentucky	Warren	median_household_income	40026
21229	Kentucky	Washington	median_household_income	39023
21231	Kentucky	Wayne	median_household_income	27637
21233	Kentucky	Webster	median_household_income	40454
21235	Kentucky	Whitley	median_household_income	29870
21237	Kentucky	Wolfe	median_household_income	25950
21239	Kentucky	Woodford	median_household_income	54930
22001	Louisiana	Acadia	median_household_income	34960
22003	Louisiana	Allen	median_household_income	34586
22005	Louisiana	Ascension	median_household_income	63305
22007	Louisiana	Assumption	median_household_income	44770
22009	Louisiana	Avoyelles	median_household_income	31733
22011	Louisiana	Beauregard	median_household_income	43673
22013	Louisiana	Bienville	median_household_income	30750
22015	Louisiana	Bossier	median_household_income	50577
22017	Louisiana	Caddo	median_household_income	39948
22019	Louisiana	Calcasieu	median_household_income	41065
22021	Louisiana	Caldwell	median_household_income	36415
22023	Louisiana	Cameron	median_household_income	54318
22025	Louisiana	Catahoula	median_household_income	31678
22027	Louisiana	Claiborne	median_household_income	34084
22029	Louisiana	Concordia	median_household_income	29373
22031	Louisiana	De Soto	median_household_income	40507
22033	Louisiana	East Baton Rouge	median_household_income	45924
22035	Louisiana	East Carroll	median_household_income	25163
22037	Louisiana	East Feliciana	median_household_income	38478
22039	Louisiana	Evangeline	median_household_income	32099
22041	Louisiana	Franklin	median_household_income	29025
22043	Louisiana	Grant	median_household_income	39539
22045	Louisiana	Iberia	median_household_income	40626
22047	Louisiana	Iberville	median_household_income	37832
22049	Louisiana	Jackson	median_household_income	36032
22051	Louisiana	Jefferson	median_household_income	43700
22053	Louisiana	Jefferson Davis	median_household_income	38723
22055	Louisiana	Lafayette	median_household_income	47138
22057	Louisiana	Lafourche	median_household_income	48180
22059	Louisiana	La Salle	median_household_income	42576
22061	Louisiana	Lincoln	median_household_income	34497
22063	Louisiana	Livingston	median_household_income	53700
22065	Louisiana	Madison	median_household_income	23240
22067	Louisiana	Morehouse	median_household_income	26778
22069	Louisiana	Natchitoches	median_household_income	32203
22071	Louisiana	Orleans	median_household_income	34851
22073	Louisiana	Ouachita	median_household_income	35770
22075	Louisiana	Plaquemines	median_household_income	52259
22077	Louisiana	Pointe Coupee	median_household_income	40052
22079	Louisiana	Rapides	median_household_income	36624
22081	Louisiana	Red River	median_household_income	32650
22083	Louisiana	Richland	median_household_income	32148
22085	Louisiana	Sabine	median_household_income	37875
22087	Louisiana	St. Bernard	median_household_income	38068
22089	Louisiana	St. Charles	median_household_income	54860
22091	Louisiana	St. Helena	median_household_income	33721
22093	Louisiana	St. James	median_household_income	43701
22095	Louisiana	St. John the Baptist	median_household_income	50483
22097	Louisiana	St. Landry	median_household_income	33750
22099	Louisiana	St. Martin	median_household_income	38826
22101	Louisiana	St. Mary	median_household_income	38813
22103	Louisiana	St. Tammany	median_household_income	57694
22105	Louisiana	Tangipahoa	median_household_income	38420
22107	Louisiana	Tensas	median_household_income	26903
22109	Louisiana	Terrebonne	median_household_income	45054
22111	Louisiana	Union	median_household_income	34958
22113	Louisiana	Vermilion	median_household_income	39091
22115	Louisiana	Vernon	median_household_income	45726
22117	Louisiana	Washington	median_household_income	29443
22119	Louisiana	Webster	median_household_income	35908
22121	Louisiana	West Baton Rouge	median_household_income	46155
22123	Louisiana	West Carroll	median_household_income	27781
22125	Louisiana	West Feliciana	median_household_income	49479
22127	Louisiana	Winn	median_household_income	33875
23001	Maine	Androscoggin	median_household_income	43899
23003	Maine	Aroostook	median_household_income	35572
23005	Maine	Cumberland	median_household_income	55459
23007	Maine	Franklin	median_household_income	39405
23009	Maine	Hancock	median_household_income	44599
23011	Maine	Kennebec	median_household_income	44441
23013	Maine	Knox	median_household_income	46366
23015	Maine	Lincoln	median_household_income	45674
23017	Maine	Oxford	median_household_income	37915
23019	Maine	Penobscot	median_household_income	41199
23021	Maine	Piscataquis	median_household_income	36017
23023	Maine	Sagadahoc	median_household_income	52187
23025	Maine	Somerset	median_household_income	37339
23027	Maine	Waldo	median_household_income	41888
23029	Maine	Washington	median_household_income	33637
23031	Maine	York	median_household_income	55725
24001	Maryland	Allegany	median_household_income	38504
24003	Maryland	Anne Arundel	median_household_income	82980
24005	Maryland	Baltimore	median_household_income	62309
24009	Maryland	Calvert	median_household_income	88406
24011	Maryland	Caroline	median_household_income	50809
24013	Maryland	Carroll	median_household_income	82553
24015	Maryland	Cecil	median_household_income	61191
24017	Maryland	Charles	median_household_income	88575
24019	Maryland	Dorchester	median_household_income	41936
24021	Maryland	Frederick	median_household_income	77872
24023	Maryland	Garrett	median_household_income	41829
24025	Maryland	Harford	median_household_income	77095
24027	Maryland	Howard	median_household_income	99040
24029	Maryland	Kent	median_household_income	49795
24031	Maryland	Montgomery	median_household_income	92288
24033	Maryland	Prince George's	median_household_income	70114
24035	Maryland	Queen Anne's	median_household_income	75158
24037	Maryland	St. Mary's	median_household_income	80943
24039	Maryland	Somerset	median_household_income	35426
24041	Maryland	Talbot	median_household_income	55145
24043	Maryland	Washington	median_household_income	52028
24045	Maryland	Wicomico	median_household_income	45788
24047	Maryland	Worcester	median_household_income	48472
24510	Maryland	Baltimore City	median_household_income	38478
25001	Massachusetts	Barnstable	median_household_income	56167
25003	Massachusetts	Berkshire	median_household_income	43813
25005	Massachusetts	Bristol	median_household_income	53307
25007	Massachusetts	Dukes	median_household_income	58133
25009	Massachusetts	Essex	median_household_income	64303
25011	Massachusetts	Franklin	median_household_income	49940
25013	Massachusetts	Hampden	median_household_income	47313
25015	Massachusetts	Hampshire	median_household_income	54548
25017	Massachusetts	Middlesex	median_household_income	76803
25019	Massachusetts	Nantucket	median_household_income	68431
25021	Massachusetts	Norfolk	median_household_income	81590
25023	Massachusetts	Plymouth	median_household_income	67989
25025	Massachusetts	Suffolk	median_household_income	49033
25027	Massachusetts	Worcester	median_household_income	60396
26001	Michigan	Alcona	median_household_income	35407
26003	Michigan	Alger	median_household_income	39486
26005	Michigan	Allegan	median_household_income	50559
26007	Michigan	Alpena	median_household_income	37270
26009	Michigan	Antrim	median_household_income	41679
26011	Michigan	Arenac	median_household_income	38008
26013	Michigan	Baraga	median_household_income	38119
26015	Michigan	Barry	median_household_income	50051
26017	Michigan	Bay	median_household_income	43068
26019	Michigan	Benzie	median_household_income	45998
26021	Michigan	Berrien	median_household_income	40946
26023	Michigan	Branch	median_household_income	40462
26025	Michigan	Calhoun	median_household_income	39694
26027	Michigan	Cass	median_household_income	44626
26029	Michigan	Charlevoix	median_household_income	44061
26031	Michigan	Cheboygan	median_household_income	37133
26033	Michigan	Chippewa	median_household_income	39520
26035	Michigan	Clare	median_household_income	31443
26037	Michigan	Clinton	median_household_income	58286
26039	Michigan	Crawford	median_household_income	37874
26041	Michigan	Delta	median_household_income	40982
26043	Michigan	Dickinson	median_household_income	44262
26045	Michigan	Eaton	median_household_income	51428
26047	Michigan	Emmet	median_household_income	48285
26049	Michigan	Genesee	median_household_income	40854
26051	Michigan	Gladwin	median_household_income	34747
26053	Michigan	Gogebic	median_household_income	33382
26055	Michigan	Grand Traverse	median_household_income	46786
26057	Michigan	Gratiot	median_household_income	40359
