FIPS	State	County	Variable	totalpopacs0711
72005	PR	Aguadilla	totalpopacs0711	61384
72007	PR	Aguas Buenas	totalpopacs0711	28745
72009	PR	Aibonito	totalpopacs0711	26011
72011	PR	Añasco	totalpopacs0711	29266
72013	PR	Arecibo	totalpopacs0711	96984
72015	PR	Arroyo	totalpopacs0711	19601
72017	PR	Barceloneta	totalpopacs0711	24685
72019	PR	Barranquitas	totalpopacs0711	30317
72021	PR	Bayamón	totalpopacs0711	209900
72023	PR	Cabo Rojo	totalpopacs0711	50733
72025	PR	Caguas	totalpopacs0711	143087
72027	PR	Camuy	totalpopacs0711	35260
72029	PR	Canóvanas	totalpopacs0711	47458
72031	PR	Carolina	totalpopacs0711	177873
72033	PR	Cataño	totalpopacs0711	28371
72035	PR	Cayey	totalpopacs0711	48184
72037	PR	Ceiba	totalpopacs0711	14087
72039	PR	Ciales	totalpopacs0711	18912
72041	PR	Cidra	totalpopacs0711	43564
72043	PR	Coamo	totalpopacs0711	40433
72045	PR	Comerío	totalpopacs0711	20778
72047	PR	Corozal	totalpopacs0711	37238
72049	PR	Culebra	totalpopacs0711	1831
72051	PR	Dorado	totalpopacs0711	37942
72053	PR	Fajardo	totalpopacs0711	37387
72054	PR	Florida	totalpopacs0711	12691
72055	PR	Guánica	totalpopacs0711	19680
72057	PR	Guayama	totalpopacs0711	45390
72059	PR	Guayanilla	totalpopacs0711	21767
72061	PR	Guaynabo	totalpopacs0711	98326
72063	PR	Gurabo	totalpopacs0711	44868
72065	PR	Hatillo	totalpopacs0711	41843
72067	PR	Hormigueros	totalpopacs0711	17239
72069	PR	Humacao	totalpopacs0711	58665
72071	PR	Isabela	totalpopacs0711	45668
72073	PR	Jayuya	totalpopacs0711	16744
72075	PR	Juana Díaz	totalpopacs0711	50894
72077	PR	Juncos	totalpopacs0711	40104
72079	PR	Lajas	totalpopacs0711	25856
72081	PR	Lares	totalpopacs0711	31120
72083	PR	Las Marías	totalpopacs0711	10012
72085	PR	Las Piedras	totalpopacs0711	38466
72087	PR	Loíza	totalpopacs0711	30359
72089	PR	Luquillo	totalpopacs0711	20106
72091	PR	Manatí	totalpopacs0711	44331
72093	PR	Maricao	totalpopacs0711	6300
72095	PR	Maunabo	totalpopacs0711	12304
72097	PR	Mayagüez	totalpopacs0711	89981
72099	PR	Moca	totalpopacs0711	40199
72101	PR	Morovis	totalpopacs0711	32508
72103	PR	Naguabo	totalpopacs0711	26576
72105	PR	Naranjito	totalpopacs0711	30442
72107	PR	Orocovis	totalpopacs0711	23541
72109	PR	Patillas	totalpopacs0711	19397
72111	PR	Peñuelas	totalpopacs0711	24553
72113	PR	Ponce	totalpopacs0711	168382
72115	PR	Quebradillas	totalpopacs0711	25951
72117	PR	Rincón	totalpopacs0711	15201
72119	PR	Río Grande	totalpopacs0711	54286
72121	PR	Sabana Grande	totalpopacs0711	25392
72123	PR	Salinas	totalpopacs0711	31165
72125	PR	San Germán	totalpopacs0711	35736
72127	PR	San Juan	totalpopacs0711	399474
72129	PR	San Lorenzo	totalpopacs0711	41176
72131	PR	San Sebastián	totalpopacs0711	42667
72133	PR	Santa Isabel	totalpopacs0711	23210
72135	PR	Toa Alta	totalpopacs0711	73553
72137	PR	Toa Baja	totalpopacs0711	90147
72139	PR	Trujillo Alto	totalpopacs0711	75122
72141	PR	Utuado	totalpopacs0711	33404
72143	PR	Vega Alta	totalpopacs0711	39906
72145	PR	Vega Baja	totalpopacs0711	59995
72147	PR	Vieques	totalpopacs0711	9318
72149	PR	Villalba	totalpopacs0711	26290
72151	PR	Yabucoa	totalpopacs0711	38138
72153	PR	Yauco	totalpopacs0711	42516
			totalpopacs0711	
			totalpopacs0711	
			totalpopacs0711	
			totalpopacs0711	
