FIPS	State	County	Variable	population
18165	Indiana	Vermillion	population	16231
18167	Indiana	Vigo	population	108182
18169	Indiana	Wabash	population	32608
18171	Indiana	Warren	population	8431
18173	Indiana	Warrick	population	60275
18175	Indiana	Washington	population	28147
18177	Indiana	Wayne	population	68643
18179	Indiana	Wells	population	27734
18181	Indiana	White	population	24694
18183	Indiana	Whitley	population	33392
19001	Iowa	Adair	population	7527
19003	Iowa	Adams	population	4004
19005	Iowa	Allamakee	population	14274
19007	Iowa	Appanoose	population	12797
19009	Iowa	Audubon	population	6034
19011	Iowa	Benton	population	26092
19013	Iowa	Black Hawk	population	131549
19015	Iowa	Boone	population	26255
19017	Iowa	Bremer	population	24281
19019	Iowa	Buchanan	population	20923
19021	Iowa	Buena Vista	population	20406
19023	Iowa	Butler	population	14939
19025	Iowa	Calhoun	population	9626
19027	Iowa	Carroll	population	20861
19029	Iowa	Cass	population	13817
19031	Iowa	Cedar	population	18400
19033	Iowa	Cerro Gordo	population	43938
19035	Iowa	Cherokee	population	12069
19037	Iowa	Chickasaw	population	12449
19039	Iowa	Clarke	population	9356
19041	Iowa	Clay	population	16590
19043	Iowa	Clayton	population	18014
19045	Iowa	Clinton	population	49015
19047	Iowa	Crawford	population	17277
19049	Iowa	Dallas	population	69444
19051	Iowa	Davis	population	8787
19053	Iowa	Decatur	population	8284
19055	Iowa	Delaware	population	17658
19057	Iowa	Des Moines	population	40169
19059	Iowa	Dickinson	population	16899
19061	Iowa	Dubuque	population	94648
19063	Iowa	Emmet	population	10104
19065	Iowa	Fayette	population	20973
19067	Iowa	Floyd	population	16070
19069	Iowa	Franklin	population	10730
19071	Iowa	Fremont	population	7367
19073	Iowa	Greene	population	9285
19075	Iowa	Grundy	population	12459
19077	Iowa	Guthrie	population	10901
19079	Iowa	Hamilton	population	15538
19081	Iowa	Hancock	population	11287
19083	Iowa	Hardin	population	17426
19085	Iowa	Harrison	population	14828
19087	Iowa	Henry	population	20284
19089	Iowa	Howard	population	9565
19091	Iowa	Humboldt	population	9802
19093	Iowa	Ida	population	7086
19095	Iowa	Iowa	population	16320
19097	Iowa	Jackson	population	19796
19099	Iowa	Jasper	population	36547
19101	Iowa	Jefferson	population	16815
19103	Iowa	Johnson	population	133038
19105	Iowa	Jones	population	20608
19107	Iowa	Keokuk	population	10378
19109	Iowa	Kossuth	population	15396
19111	Iowa	Lee	population	35621
19113	Iowa	Linn	population	213875
19115	Iowa	Louisa	population	11369
19117	Iowa	Lucas	population	8847
19119	Iowa	Lyon	population	11670
19121	Iowa	Madison	population	15779
19123	Iowa	Mahaska	population	22530
19125	Iowa	Marion	population	33335
19127	Iowa	Marshall	population	40980
19129	Iowa	Mills	population	14992
19131	Iowa	Mitchell	population	10783
19133	Iowa	Monona	population	9239
19135	Iowa	Monroe	population	8056
19137	Iowa	Montgomery	population	10640
19139	Iowa	Muscatine	population	42815
19141	Iowa	O'Brien	population	14210
19143	Iowa	Osceola	population	6357
19145	Iowa	Page	population	15987
19147	Iowa	Palo Alto	population	9419
19149	Iowa	Plymouth	population	24896
19151	Iowa	Pocahontas	population	7180
19153	Iowa	Polk	population	437399
19155	Iowa	Pottawattamie	population	93518
19157	Iowa	Poweshiek	population	18804
19159	Iowa	Ringgold	population	5119
19161	Iowa	Sac	population	10241
19163	Iowa	Scott	population	167095
19165	Iowa	Shelby	population	12039
19167	Iowa	Sioux	population	33900
19169	Iowa	Story	population	89663
19171	Iowa	Tama	population	17695
19173	Iowa	Taylor	population	6305
19175	Iowa	Union	population	12545
19177	Iowa	Van Buren	population	7510
19179	Iowa	Wapello	population	35421
19181	Iowa	Warren	population	46732
19183	Iowa	Washington	population	21855
19185	Iowa	Wayne	population	6309
19187	Iowa	Webster	population	37660
19189	Iowa	Winnebago	population	10789
19191	Iowa	Winneshiek	population	21024
19193	Iowa	Woodbury	population	102509
19195	Iowa	Worth	population	7544
19197	Iowa	Wright	population	13068
20001	Kansas	Allen	population	13331
20003	Kansas	Anderson	population	8070
20005	Kansas	Atchison	population	16793
20007	Kansas	Barber	population	4888
20009	Kansas	Barton	population	27841
20011	Kansas	Bourbon	population	14985
20013	Kansas	Brown	population	10010
20015	Kansas	Butler	population	65817
20017	Kansas	Chase	population	2817
20019	Kansas	Chautauqua	population	3584
20021	Kansas	Cherokee	population	21385
20023	Kansas	Cheyenne	population	2718
20025	Kansas	Clark	population	2143
20027	Kansas	Clay	population	8573
20029	Kansas	Cloud	population	9365
20031	Kansas	Coffey	population	8533
20033	Kansas	Comanche	population	1884
20035	Kansas	Cowley	population	36272
20037	Kansas	Crawford	population	39220
20039	Kansas	Decatur	population	2915
20041	Kansas	Dickinson	population	19739
20043	Kansas	Doniphan	population	7945
20045	Kansas	Douglas	population	112211
20047	Kansas	Edwards	population	3020
20049	Kansas	Elk	population	2811
20051	Kansas	Ellis	population	28742
20053	Kansas	Ellsworth	population	6483
20055	Kansas	Finney	population	37083
20057	Kansas	Ford	population	34568
20059	Kansas	Franklin	population	25931
20061	Kansas	Geary	population	35323
20063	Kansas	Gove	population	2697
20065	Kansas	Graham	population	2641
20067	Kansas	Grant	population	7964
20069	Kansas	Gray	population	6113
20071	Kansas	Greeley	population	1258
20073	Kansas	Greenwood	population	6644
20075	Kansas	Hamilton	population	2666
20077	Kansas	Harper	population	5993
20079	Kansas	Harvey	population	34846
20081	Kansas	Haskell	population	4285
20083	Kansas	Hodgeman	population	1966
20085	Kansas	Jackson	population	13433
20087	Kansas	Jefferson	population	18941
20089	Kansas	Jewell	population	3096
20091	Kansas	Johnson	population	552991
20093	Kansas	Kearny	population	3987
20095	Kansas	Kingman	population	7853
20097	Kansas	Kiowa	population	2549
20099	Kansas	Labette	population	21511
20101	Kansas	Lane	population	1749
20103	Kansas	Leavenworth	population	77176
20105	Kansas	Lincoln	population	3215
20107	Kansas	Linn	population	9612
20109	Kansas	Logan	population	2783
20111	Kansas	Lyon	population	33764
20113	Kansas	McPherson	population	29241
20115	Kansas	Marion	population	12538
20117	Kansas	Marshall	population	10005
20119	Kansas	Meade	population	4531
20121	Kansas	Miami	population	32715
20123	Kansas	Mitchell	population	6295
20125	Kansas	Montgomery	population	34911
20127	Kansas	Morris	population	5888
20129	Kansas	Morton	population	3198
20131	Kansas	Nemaha	population	10113
20133	Kansas	Neosho	population	16449
20135	Kansas	Ness	population	3120
20137	Kansas	Norton	population	5635
20139	Kansas	Osage	population	16306
20141	Kansas	Osborne	population	3847
20143	Kansas	Ottawa	population	6119
20145	Kansas	Pawnee	population	7011
20147	Kansas	Phillips	population	5555
20149	Kansas	Pottawatomie	population	21920
20151	Kansas	Pratt	population	9676
20153	Kansas	Rawlins	population	2512
20155	Kansas	Reno	population	64607
20157	Kansas	Republic	population	4907
20159	Kansas	Rice	population	10076
20161	Kansas	Riley	population	72997
20163	Kansas	Rooks	population	5182
20165	Kansas	Rush	population	3238
20167	Kansas	Russell	population	6956
20169	Kansas	Saline	population	55844
20171	Kansas	Scott	population	4910
20173	Kansas	Sedgwick	population	501076
20175	Kansas	Seward	population	23328
20177	Kansas	Shawnee	population	178941
20179	Kansas	Sheridan	population	2552
20181	Kansas	Sherman	population	6054
20183	Kansas	Smith	population	3834
20185	Kansas	Stafford	population	4371
20187	Kansas	Stanton	population	2250
20189	Kansas	Stevens	population	5613
20191	Kansas	Sumner	population	23787
20193	Kansas	Thomas	population	7977
20195	Kansas	Trego	population	2930
20197	Kansas	Wabaunsee	population	7026
20199	Kansas	Wallace	population	1527
20201	Kansas	Washington	population	5845
20203	Kansas	Wichita	population	2276
20205	Kansas	Wilson	population	9300
20207	Kansas	Woodson	population	3292
20209	Kansas	Wyandotte	population	158224
21001	Kentucky	Adair	population	18686
21003	Kentucky	Allen	population	20140
21005	Kentucky	Anderson	population	21644
21007	Kentucky	Ballard	population	8253
21009	Kentucky	Barren	population	42269
21011	Kentucky	Bath	population	11742
21013	Kentucky	Bell	population	28725
21015	Kentucky	Boone	population	121737
21017	Kentucky	Bourbon	population	19998
21019	Kentucky	Boyd	population	49466
21021	Kentucky	Boyle	population	28550
21023	Kentucky	Bracken	population	8513
21025	Kentucky	Breathitt	population	13842
21027	Kentucky	Breckinridge	population	20256
21029	Kentucky	Bullitt	population	75109
21031	Kentucky	Butler	population	12827
21033	Kentucky	Caldwell	population	12973
21035	Kentucky	Calloway	population	37544
21037	Kentucky	Campbell	population	90940
21039	Kentucky	Carlisle	population	5048
21041	Kentucky	Carroll	population	11013
21043	Kentucky	Carter	population	27586
21045	Kentucky	Casey	population	15909
21047	Kentucky	Christian	population	73591
21049	Kentucky	Clark	population	35537
21051	Kentucky	Clay	population	21720
21053	Kentucky	Clinton	population	10201
21055	Kentucky	Crittenden	population	9336
21057	Kentucky	Cumberland	population	6832
21059	Kentucky	Daviess	population	97234
21061	Kentucky	Edmonson	population	12090
21063	Kentucky	Elliott	population	7707
21065	Kentucky	Estill	population	14666
21067	Kentucky	Fayette	population	301569
21069	Kentucky	Fleming	population	14512
21071	Kentucky	Floyd	population	39207
21073	Kentucky	Franklin	population	49393
21075	Kentucky	Fulton	population	6755
21077	Kentucky	Gallatin	population	8612
21079	Kentucky	Garrard	population	16885
21081	Kentucky	Grant	population	24816
21083	Kentucky	Graves	population	37519
21085	Kentucky	Grayson	population	25957
21087	Kentucky	Green	population	11220
21089	Kentucky	Greenup	population	36865
21091	Kentucky	Hancock	population	8572
21093	Kentucky	Hardin	population	107456
21095	Kentucky	Harlan	population	29060
21097	Kentucky	Harrison	population	18777
21099	Kentucky	Hart	population	18235
21101	Kentucky	Henderson	population	46406
21103	Kentucky	Henry	population	15443
21105	Kentucky	Hickman	population	4784
21107	Kentucky	Hopkins	population	46909
21109	Kentucky	Jackson	population	13443
21111	Kentucky	Jefferson	population	746906
21113	Kentucky	Jessamine	population	49046
21115	Kentucky	Johnson	population	23396
21117	Kentucky	Kenton	population	160406
21119	Kentucky	Knott	population	16289
21121	Kentucky	Knox	population	31888
21123	Kentucky	Larue	population	14315
21125	Kentucky	Laurel	population	59355
21127	Kentucky	Lawrence	population	16035
21129	Kentucky	Lee	population	7817
21131	Kentucky	Leslie	population	11233
21133	Kentucky	Letcher	population	24446
21135	Kentucky	Lewis	population	13878
21137	Kentucky	Lincoln	population	24731
21139	Kentucky	Livingston	population	9531
21141	Kentucky	Logan	population	26792
21143	Kentucky	Lyon	population	8317
21145	Kentucky	McCracken	population	65864
21147	Kentucky	McCreary	population	18285
21149	Kentucky	McLean	population	9527
21151	Kentucky	Madison	population	84188
21153	Kentucky	Magoffin	population	13216
21155	Kentucky	Marion	population	19982
21157	Kentucky	Marshall	population	31308
21159	Kentucky	Martin	population	12751
21161	Kentucky	Mason	population	17653
21163	Kentucky	Meade	population	29562
21165	Kentucky	Menifee	population	6317
21167	Kentucky	Mercer	population	21282
21169	Kentucky	Metcalfe	population	10073
21171	Kentucky	Monroe	population	10937
21173	Kentucky	Montgomery	population	26743
21175	Kentucky	Morgan	population	13943
21177	Kentucky	Muhlenberg	population	31272
21179	Kentucky	Nelson	population	43974
21181	Kentucky	Nicholas	population	7071
21183	Kentucky	Ohio	population	24103
21185	Kentucky	Oldham	population	60642
21187	Kentucky	Owen	population	10858
21189	Kentucky	Owsley	population	4820
21191	Kentucky	Pendleton	population	14698
21193	Kentucky	Perry	population	28751
21195	Kentucky	Pike	population	64904
21197	Kentucky	Powell	population	12651
21199	Kentucky	Pulaski	population	63657
21201	Kentucky	Robertson	population	2229
21203	Kentucky	Rockcastle	population	17069
21205	Kentucky	Rowan	population	23582
21207	Kentucky	Russell	population	17610
21209	Kentucky	Scott	population	48149
21211	Kentucky	Shelby	population	43068
21213	Kentucky	Simpson	population	17378
21215	Kentucky	Spencer	population	17378
21217	Kentucky	Taylor	population	24731
21219	Kentucky	Todd	population	12463
21221	Kentucky	Trigg	population	14305
21223	Kentucky	Trimble	population	8725
21225	Kentucky	Union	population	15067
21227	Kentucky	Warren	population	115517
21229	Kentucky	Washington	population	11846
21231	Kentucky	Wayne	population	20969
21233	Kentucky	Webster	population	13668
21235	Kentucky	Whitley	population	35823
21237	Kentucky	Wolfe	population	7342
21239	Kentucky	Woodford	population	24945
22001	Louisiana	Acadia	population	61982
22003	Louisiana	Allen	population	25757
22005	Louisiana	Ascension	population	109985
22007	Louisiana	Assumption	population	23153
22009	Louisiana	Avoyelles	population	41895
22011	Louisiana	Beauregard	population	36129
22013	Louisiana	Bienville	population	14335
22015	Louisiana	Bossier	population	119732
22017	Louisiana	Caddo	population	257051
22019	Louisiana	Calcasieu	population	194092
22021	Louisiana	Caldwell	population	10057
22023	Louisiana	Cameron	population	6730
22025	Louisiana	Catahoula	population	10325
22027	Louisiana	Claiborne	population	16914
22029	Louisiana	Concordia	population	20876
22031	Louisiana	De Soto	population	26812
22033	Louisiana	East Baton Rouge	population	441438
22035	Louisiana	East Carroll	population	7630
22037	Louisiana	East Feliciana	population	20117
22039	Louisiana	Evangeline	population	33896
22041	Louisiana	Franklin	population	20785
22043	Louisiana	Grant	population	22131
22045	Louisiana	Iberia	population	73400
22047	Louisiana	Iberville	population	33230
22049	Louisiana	Jackson	population	16323
22051	Louisiana	Jefferson	population	432640
22053	Louisiana	Jefferson Davis	population	31694
22055	Louisiana	Lafayette	population	224390
22057	Louisiana	Lafourche	population	96666
22059	Louisiana	La Salle	population	14985
22061	Louisiana	Lincoln	population	46856
22063	Louisiana	Livingston	population	130251
22065	Louisiana	Madison	population	12004
22067	Louisiana	Morehouse	population	27608
22069	Louisiana	Natchitoches	population	39442
22071	Louisiana	Orleans	population	360740
22073	Louisiana	Ouachita	population	154919
22075	Louisiana	Plaquemines	population	23628
22077	Louisiana	Pointe Coupee	population	22703
22079	Louisiana	Rapides	population	132374
22081	Louisiana	Red River	population	8890
22083	Louisiana	Richland	population	20938
22085	Louisiana	Sabine	population	24526
22087	Louisiana	St. Bernard	population	39558
22089	Louisiana	St. Charles	population	52517
22091	Louisiana	St. Helena	population	10949
22093	Louisiana	St. James	population	21784
22095	Louisiana	St. John the Baptist	population	45221
22097	Louisiana	St. Landry	population	83552
22099	Louisiana	St. Martin	population	52917
22101	Louisiana	St. Mary	population	54210
22103	Louisiana	St. Tammany	population	236785
22105	Louisiana	Tangipahoa	population	122571
22107	Louisiana	Tensas	population	5066
22109	Louisiana	Terrebonne	population	111917
22111	Louisiana	Union	population	22732
22113	Louisiana	Vermilion	population	58276
22115	Louisiana	Vernon	population	52107
22117	Louisiana	Washington	population	47139
22119	Louisiana	Webster	population	41288
22121	Louisiana	West Baton Rouge	population	24109
22123	Louisiana	West Carroll	population	11569
22125	Louisiana	West Feliciana	population	15460
22127	Louisiana	Winn	population	15080
23001	Maine	Androscoggin	population	107398
23003	Maine	Aroostook	population	71482
23005	Maine	Cumberland	population	282401
23007	Maine	Franklin	population	30746
23009	Maine	Hancock	population	54578
23011	Maine	Kennebec	population	121935
23013	Maine	Knox	population	39708
23015	Maine	Lincoln	population	34224
23017	Maine	Oxford	population	57695
23019	Maine	Penobscot	population	153786
23021	Maine	Piscataquis	population	17419
23023	Maine	Sagadahoc	population	35207
23025	Maine	Somerset	population	52028
23027	Maine	Waldo	population	38745
23029	Maine	Washington	population	32637
23031	Maine	York	population	198199
24001	Maryland	Allegany	population	74692
24003	Maryland	Anne Arundel	population	544403
24005	Maryland	Baltimore	population	809941
24009	Maryland	Calvert	population	89256
24011	Maryland	Caroline	population	32985
24013	Maryland	Carroll	population	167288
24015	Maryland	Cecil	population	101694
24017	Maryland	Charles	population	149130
24019	Maryland	Dorchester	population	32640
24021	Maryland	Frederick	population	236745
24023	Maryland	Garrett	population	30051
24025	Maryland	Harford	population	246489
24027	Maryland	Howard	population	293142
24029	Maryland	Kent	population	20204
24031	Maryland	Montgomery	population	989794
24033	Maryland	Prince George's	population	871233
24035	Maryland	Queen Anne's	population	48354
24037	Maryland	St. Mary's	population	107484
24039	Maryland	Somerset	population	26339
24041	Maryland	Talbot	population	38025
24043	Maryland	Washington	population	148203
24045	Maryland	Wicomico	population	99190
24047	Maryland	Worcester	population	51514
24510	Maryland	Baltimore City	population	619493
25001	Massachusetts	Barnstable	population	215769
25003	Massachusetts	Berkshire	population	130458
25005	Massachusetts	Bristol	population	548922
25007	Massachusetts	Dukes	population	16766
25009	Massachusetts	Essex	population	748930
25011	Massachusetts	Franklin	population	71599
25013	Massachusetts	Hampden	population	463783
25015	Massachusetts	Hampshire	population	157822
25017	Massachusetts	Middlesex	population	1518171
25019	Massachusetts	Nantucket	population	10142
25021	Massachusetts	Norfolk	population	675436
25023	Massachusetts	Plymouth	population	497579
25025	Massachusetts	Suffolk	population	730932
25027	Massachusetts	Worcester	population	801227
26001	Michigan	Alcona	population	10800
26003	Michigan	Alger	population	9513
26005	Michigan	Allegan	population	111234
26007	Michigan	Alpena	population	29386
26009	Michigan	Antrim	population	23316
26011	Michigan	Arenac	population	15649
26013	Michigan	Baraga	population	8808
26015	Michigan	Barry	population	58820
26017	Michigan	Bay	population	107110
26019	Michigan	Benzie	population	17443
26021	Michigan	Berrien	population	156941
26023	Michigan	Branch	population	45197
26025	Michigan	Calhoun	population	135490
26027	Michigan	Cass	population	51988
26029	Michigan	Charlevoix	population	25998
26031	Michigan	Cheboygan	population	25918
26033	Michigan	Chippewa	population	38797
26035	Michigan	Clare	population	31033
26037	Michigan	Clinton	population	75469
26039	Michigan	Crawford	population	14014
26041	Michigan	Delta	population	37105
26043	Michigan	Dickinson	population	26185
26045	Michigan	Eaton	population	108056
26047	Michigan	Emmet	population	32848
26049	Michigan	Genesee	population	422080
26051	Michigan	Gladwin	population	25851
26053	Michigan	Gogebic	population	16281
26055	Michigan	Grand Traverse	population	88349
26057	Michigan	Gratiot	population	42145
26059	Michigan	Hillsdale	population	46514
26061	Michigan	Houghton	population	36638
26063	Michigan	Huron	population	32675
26065	Michigan	Ingham	population	281613
26067	Michigan	Ionia	population	63979
26069	Michigan	Iosco	population	25541
26071	Michigan	Iron	population	11796
26073	Michigan	Isabella	population	70622
26075	Michigan	Jackson	population	159748
26077	Michigan	Kalamazoo	population	252074
26079	Michigan	Kalkaska	population	17160
26081	Michigan	Kent	population	608453
26083	Michigan	Keweenaw	population	2173
26085	Michigan	Lake	population	11539
26087	Michigan	Lapeer	population	88082
26089	Michigan	Leelanau	population	21459
26091	Michigan	Lenawee	population	99440
26093	Michigan	Livingston	population	181722
26095	Michigan	Luce	population	6584
26097	Michigan	Mackinac	population	11037
26099	Michigan	Macomb	population	842145
26101	Michigan	Manistee	population	24709
26103	Michigan	Marquette	population	67694
26105	Michigan	Mason	population	28678
26107	Michigan	Mecosta	population	43300
26109	Michigan	Menominee	population	23930
26111	Michigan	Midland	population	84063
26113	Michigan	Missaukee	population	14911
26115	Michigan	Monroe	population	151560
26117	Michigan	Montcalm	population	63185
26119	Michigan	Montmorency	population	9653
26121	Michigan	Muskegon	population	171302
26123	Michigan	Newaygo	population	48352
26125	Michigan	Oakland	population	1210145
26127	Michigan	Oceana	population	26523
26129	Michigan	Ogemaw	population	21570
26131	Michigan	Ontonagon	population	6598
26133	Michigan	Osceola	population	23510
26135	Michigan	Oscoda	population	8608
26137	Michigan	Otsego	population	24078
26139	Michigan	Ottawa	population	266300
26141	Michigan	Presque Isle	population	13155
26143	Michigan	Roscommon	population	24414
26145	Michigan	Saginaw	population	199088
26147	Michigan	St. Clair	population	161642
26149	Michigan	St. Joseph	population	61136
26151	Michigan	Sanilac	population	42605
26153	Michigan	Schoolcraft	population	8490
26155	Michigan	Shiawassee	population	69841
26157	Michigan	Tuscola	population	55422
26159	Michigan	Van Buren	population	76131
26161	Michigan	Washtenaw	population	347962
26163	Michigan	Wayne	population	1802096
26165	Michigan	Wexford	population	32718
27001	Minnesota	Aitkin	population	16220
27003	Minnesota	Anoka	population	333140
27005	Minnesota	Becker	population	32778
27007	Minnesota	Beltrami	population	45264
27009	Minnesota	Benton	population	38671
27011	Minnesota	Big Stone	population	5238
27013	Minnesota	Blue Earth	population	64384
27015	Minnesota	Brown	population	25734
27017	Minnesota	Carlton	population	35455
27019	Minnesota	Carver	population	92638
27021	Minnesota	Cass	population	28390
27023	Minnesota	Chippewa	population	12319
27025	Minnesota	Chisago	population	53916
27027	Minnesota	Clay	population	59803
27029	Minnesota	Clearwater	population	8774
27031	Minnesota	Cook	population	5218
27033	Minnesota	Cottonwood	population	11686
27035	Minnesota	Crow Wing	population	62763
27037	Minnesota	Dakota	population	402006
27039	Minnesota	Dodge	population	20243
27041	Minnesota	Douglas	population	36172
27043	Minnesota	Faribault	population	14508
27045	Minnesota	Fillmore	population	20876
27047	Minnesota	Freeborn	population	31172
27049	Minnesota	Goodhue	population	46217
27051	Minnesota	Grant	population	5989
27053	Minnesota	Hennepin	population	1168431
27055	Minnesota	Houston	population	18916
27057	Minnesota	Hubbard	population	20303
27059	Minnesota	Isanti	population	38283
27061	Minnesota	Itasca	population	45034
27063	Minnesota	Jackson	population	10202
27065	Minnesota	Kanabec	population	16169
27067	Minnesota	Kandiyohi	population	42173
27069	Minnesota	Kittson	population	4515
27071	Minnesota	Koochiching	population	13213
27073	Minnesota	Lac qui Parle	population	7193
27075	Minnesota	Lake	population	10824
27077	Minnesota	Lake of the Woods	population	4007
27079	Minnesota	Le Sueur	population	27656
27081	Minnesota	Lincoln	population	5820
27083	Minnesota	Lyon	population	25891
27085	Minnesota	McLeod	population	36432
27087	Minnesota	Mahnomen	population	5456
27089	Minnesota	Marshall	population	9481
27091	Minnesota	Martin	population	20689
27093	Minnesota	Meeker	population	23265
27095	Minnesota	Mille Lacs	population	25979
27097	Minnesota	Morrison	population	33229
27099	Minnesota	Mower	population	39349
27101	Minnesota	Murray	population	8630
27103	Minnesota	Nicollet	population	32820
27105	Minnesota	Nobles	population	21397
27107	Minnesota	Norman	population	6869
27109	Minnesota	Olmsted	population	145769
27111	Minnesota	Otter Tail	population	57252
27113	Minnesota	Pennington	population	14072
27115	Minnesota	Pine	population	29604
27117	Minnesota	Pipestone	population	9501
27119	Minnesota	Polk	population	31456
27121	Minnesota	Pope	population	10894
27123	Minnesota	Ramsey	population	514696
27125	Minnesota	Red Lake	population	4105
27127	Minnesota	Redwood	population	15972
27129	Minnesota	Renville	population	15500
27131	Minnesota	Rice	population	64409
27133	Minnesota	Rock	population	9614
27135	Minnesota	Roseau	population	15540
27137	Minnesota	St. Louis	population	200255
27139	Minnesota	Scott	population	132556
27141	Minnesota	Sherburne	population	89319
27143	Minnesota	Sibley	population	15169
27145	Minnesota	Stearns	population	151343
27147	Minnesota	Steele	population	36534
27149	Minnesota	Stevens	population	9685
27151	Minnesota	Swift	population	9640
27153	Minnesota	Todd	population	24836
27155	Minnesota	Traverse	population	3523
27157	Minnesota	Wabasha	population	21600
27159	Minnesota	Wadena	population	13749
27161	Minnesota	Waseca	population	19273
27163	Minnesota	Washington	population	241280
27165	Minnesota	Watonwan	population	11201
27167	Minnesota	Wilkin	population	6592
27169	Minnesota	Winona	population	51378
27171	Minnesota	Wright	population	126437
27173	Minnesota	Yellow Medicine	population	10307
28001	Mississippi	Adams	population	32067
28003	Mississippi	Alcorn	population	37052
28005	Mississippi	Amite	population	13064
28007	Mississippi	Attala	population	19466
28009	Mississippi	Benton	population	8732
28011	Mississippi	Bolivar	population	33771
28013	Mississippi	Calhoun	population	14917
28015	Mississippi	Carroll	population	10373
28017	Mississippi	Chickasaw	population	17124
28019	Mississippi	Choctaw	population	8412
28021	Mississippi	Claiborne	population	9585
28023	Mississippi	Clarke	population	16743
28025	Mississippi	Clay	population	20456
28027	Mississippi	Coahoma	population	25913
28029	Mississippi	Copiah	population	29247
28031	Mississippi	Covington	population	19629
28033	Mississippi	DeSoto	population	164053
28035	Mississippi	Forrest	population	75842
28037	Mississippi	Franklin	population	8017
28039	Mississippi	George	population	22889
28041	Mississippi	Greene	population	14338
28043	Mississippi	Grenada	population	21706
28045	Mississippi	Hancock	population	44649
28047	Mississippi	Harrison	population	191040
28049	Mississippi	Hinds	population	248184
28051	Mississippi	Holmes	population	18818
28053	Mississippi	Humphreys	population	9312
28055	Mississippi	Issaquena	population	1392
28057	Mississippi	Itawamba	population	23332
28059	Mississippi	Jackson	population	139901
28061	Mississippi	Jasper	population	16777
28063	Mississippi	Jefferson	population	7605
28065	Mississippi	Jefferson Davis	population	12118
28067	Mississippi	Jones	population	68075
28069	Mississippi	Kemper	population	10146
28071	Mississippi	Lafayette	population	48472
28073	Mississippi	Lamar	population	57422
28075	Mississippi	Lauderdale	population	80475
28077	Mississippi	Lawrence	population	12687
28079	Mississippi	Leake	population	23572
28081	Mississippi	Lee	population	84156
28083	Mississippi	Leflore	population	31861
28085	Mississippi	Lincoln	population	34889
28087	Mississippi	Lowndes	population	59671
28089	Mississippi	Madison	population	96941
28091	Mississippi	Marion	population	26809
28093	Mississippi	Marshall	population	36786
28095	Mississippi	Monroe	population	36626
28097	Mississippi	Montgomery	population	10872
28099	Mississippi	Neshoba	population	29818
28101	Mississippi	Newton	population	21499
28103	Mississippi	Noxubee	population	11351
28105	Mississippi	Oktibbeha	population	47741
28107	Mississippi	Panola	population	34602
28109	Mississippi	Pearl River	population	55718
28111	Mississippi	Perry	population	12164
28113	Mississippi	Pike	population	40406
28115	Mississippi	Pontotoc	population	29900
28117	Mississippi	Prentiss	population	25330
28119	Mississippi	Quitman	population	8134
28121	Mississippi	Rankin	population	143702
28123	Mississippi	Scott	population	28388
28125	Mississippi	Sharkey	population	4892
28127	Mississippi	Simpson	population	27320
28129	Mississippi	Smith	population	16442
28131	Mississippi	Stone	population	17822
28133	Mississippi	Sunflower	population	29296
28135	Mississippi	Tallahatchie	population	15318
28137	Mississippi	Tate	population	28719
28139	Mississippi	Tippah	population	22143
28141	Mississippi	Tishomingo	population	19603
28143	Mississippi	Tunica	population	10628
28145	Mississippi	Union	population	27340
28147	Mississippi	Walthall	population	15406
28149	Mississippi	Warren	population	48346
28151	Mississippi	Washington	population	50406
28153	Mississippi	Wayne	population	20589
28155	Mississippi	Webster	population	10319
28157	Mississippi	Wilkinson	population	9679
28159	Mississippi	Winston	population	19069
28161	Mississippi	Yalobusha	population	12552
28163	Mississippi	Yazoo	population	27886
29001	Missouri	Adair	population	25552
29003	Missouri	Andrew	population	17196
29005	Missouri	Atchison	population	5569
29007	Missouri	Audrain	population	25566
29009	Missouri	Barry	population	35282
29011	Missouri	Barton	population	12327
29013	Missouri	Bates	population	17008
29015	Missouri	Benton	population	19115
29017	Missouri	Bollinger	population	12356
29019	Missouri	Boone	population	165627
29021	Missouri	Buchanan	population	89666
29023	Missouri	Butler	population	43082
29025	Missouri	Caldwell	population	9315
29027	Missouri	Callaway	population	44420
29029	Missouri	Camden	population	43679
29031	Missouri	Cape Girardeau	population	76632
29033	Missouri	Carroll	population	9260
29035	Missouri	Carter	population	6365
29037	Missouri	Cass	population	100052
29039	Missouri	Cedar	population	13948
29041	Missouri	Chariton	population	7734
29043	Missouri	Christian	population	78570
29045	Missouri	Clark	population	7019
29047	Missouri	Clay	population	225161
29049	Missouri	Clinton	population	20789
29051	Missouri	Cole	population	76448
29053	Missouri	Cooper	population	17663
29055	Missouri	Crawford	population	24800
29057	Missouri	Dade	population	7807
29059	Missouri	Dallas	population	16749
29061	Missouri	Daviess	population	8313
29063	Missouri	DeKalb	population	12767
29065	Missouri	Dent	population	15676
29067	Missouri	Douglas	population	13548
29069	Missouri	Dunklin	population	31974
29071	Missouri	Franklin	population	101938
29073	Missouri	Gasconade	population	15168
29075	Missouri	Gentry	population	6786
29077	Missouri	Greene	population	277214
29079	Missouri	Grundy	population	10228
29081	Missouri	Harrison	population	8866
29083	Missouri	Henry	population	22219
29085	Missouri	Hickory	population	9628
29087	Missouri	Holt	population	4814
