FIPS	State	County	Variable	ypll_rate
17203	Illinois	Woodford	ypll_rate	5057
18001	Indiana	Adams	ypll_rate	6806
18003	Indiana	Allen	ypll_rate	7044
18005	Indiana	Bartholomew	ypll_rate	7136
18007	Indiana	Benton	ypll_rate	8519
18009	Indiana	Blackford	ypll_rate	9959
18011	Indiana	Boone	ypll_rate	5695
18013	Indiana	Brown	ypll_rate	6792
18015	Indiana	Carroll	ypll_rate	7093
18017	Indiana	Cass	ypll_rate	8398
18019	Indiana	Clark	ypll_rate	7636
18021	Indiana	Clay	ypll_rate	7719
18023	Indiana	Clinton	ypll_rate	6717
18025	Indiana	Crawford	ypll_rate	10583
18027	Indiana	Daviess	ypll_rate	7471
18029	Indiana	Dearborn	ypll_rate	6980
18031	Indiana	Decatur	ypll_rate	6737
18033	Indiana	DeKalb	ypll_rate	6947
18035	Indiana	Delaware	ypll_rate	8465
18037	Indiana	Dubois	ypll_rate	6210
18039	Indiana	Elkhart	ypll_rate	6278
18041	Indiana	Fayette	ypll_rate	10848
18043	Indiana	Floyd	ypll_rate	7953
18045	Indiana	Fountain	ypll_rate	8169
18047	Indiana	Franklin	ypll_rate	6012
18049	Indiana	Fulton	ypll_rate	8261
18051	Indiana	Gibson	ypll_rate	6942
18053	Indiana	Grant	ypll_rate	8769
18055	Indiana	Greene	ypll_rate	9378
18057	Indiana	Hamilton	ypll_rate	4047
18059	Indiana	Hancock	ypll_rate	6189
18061	Indiana	Harrison	ypll_rate	6896
18063	Indiana	Hendricks	ypll_rate	5072
18065	Indiana	Henry	ypll_rate	9298
18067	Indiana	Howard	ypll_rate	8019
18069	Indiana	Huntington	ypll_rate	6452
18071	Indiana	Jackson	ypll_rate	8404
18073	Indiana	Jasper	ypll_rate	8011
18075	Indiana	Jay	ypll_rate	7666
18077	Indiana	Jefferson	ypll_rate	7388
18079	Indiana	Jennings	ypll_rate	10175
18081	Indiana	Johnson	ypll_rate	6432
18083	Indiana	Knox	ypll_rate	8769
18085	Indiana	Kosciusko	ypll_rate	6992
18087	Indiana	LaGrange	ypll_rate	5865
18089	Indiana	Lake	ypll_rate	8810
18091	Indiana	LaPorte	ypll_rate	8541
18093	Indiana	Lawrence	ypll_rate	9210
18095	Indiana	Madison	ypll_rate	8964
18097	Indiana	Marion	ypll_rate	9042
18099	Indiana	Marshall	ypll_rate	7122
18101	Indiana	Martin	ypll_rate	8799
18103	Indiana	Miami	ypll_rate	7487
18105	Indiana	Monroe	ypll_rate	5586
18107	Indiana	Montgomery	ypll_rate	7156
18109	Indiana	Morgan	ypll_rate	7391
18111	Indiana	Newton	ypll_rate	7533
18113	Indiana	Noble	ypll_rate	6950
18115	Indiana	Ohio	ypll_rate	6980
18117	Indiana	Orange	ypll_rate	8928
18119	Indiana	Owen	ypll_rate	7917
18121	Indiana	Parke	ypll_rate	7977
18123	Indiana	Perry	ypll_rate	7404
18125	Indiana	Pike	ypll_rate	7361
18127	Indiana	Porter	ypll_rate	6617
18129	Indiana	Posey	ypll_rate	6287
18131	Indiana	Pulaski	ypll_rate	9045
18133	Indiana	Putnam	ypll_rate	6491
18135	Indiana	Randolph	ypll_rate	6926
18137	Indiana	Ripley	ypll_rate	7050
18139	Indiana	Rush	ypll_rate	9158
18141	Indiana	St. Joseph	ypll_rate	7377
18143	Indiana	Scott	ypll_rate	11137
18145	Indiana	Shelby	ypll_rate	7529
18147	Indiana	Spencer	ypll_rate	5970
18149	Indiana	Starke	ypll_rate	11001
18151	Indiana	Steuben	ypll_rate	6540
18153	Indiana	Sullivan	ypll_rate	9946
18155	Indiana	Switzerland	ypll_rate	9165
18157	Indiana	Tippecanoe	ypll_rate	5826
18159	Indiana	Tipton	ypll_rate	7539
18161	Indiana	Union	ypll_rate	9000
18163	Indiana	Vanderburgh	ypll_rate	8010
18165	Indiana	Vermillion	ypll_rate	9682
18167	Indiana	Vigo	ypll_rate	8524
18169	Indiana	Wabash	ypll_rate	8580
18171	Indiana	Warren	ypll_rate	6419
18173	Indiana	Warrick	ypll_rate	5705
18175	Indiana	Washington	ypll_rate	8954
18177	Indiana	Wayne	ypll_rate	8063
18179	Indiana	Wells	ypll_rate	5041
18181	Indiana	White	ypll_rate	7798
18183	Indiana	Whitley	ypll_rate	5968
19001	Iowa	Adair	ypll_rate	6621
19003	Iowa	Adams	ypll_rate	9804
19005	Iowa	Allamakee	ypll_rate	5902
19007	Iowa	Appanoose	ypll_rate	9268
19009	Iowa	Audubon	ypll_rate	6462
19011	Iowa	Benton	ypll_rate	5507
19013	Iowa	Black Hawk	ypll_rate	6171
19015	Iowa	Boone	ypll_rate	7085
19017	Iowa	Bremer	ypll_rate	4094
19019	Iowa	Buchanan	ypll_rate	5604
19021	Iowa	Buena Vista	ypll_rate	5710
19023	Iowa	Butler	ypll_rate	5981
19025	Iowa	Calhoun	ypll_rate	6481
19027	Iowa	Carroll	ypll_rate	6606
19029	Iowa	Cass	ypll_rate	8503
19031	Iowa	Cedar	ypll_rate	5428
19033	Iowa	Cerro Gordo	ypll_rate	6099
19035	Iowa	Cherokee	ypll_rate	6610
19037	Iowa	Chickasaw	ypll_rate	4458
19039	Iowa	Clarke	ypll_rate	6162
19041	Iowa	Clay	ypll_rate	5370
19043	Iowa	Clayton	ypll_rate	6600
19045	Iowa	Clinton	ypll_rate	6623
19047	Iowa	Crawford	ypll_rate	5181
19049	Iowa	Dallas	ypll_rate	3866
19051	Iowa	Davis	ypll_rate	4768
19053	Iowa	Decatur	ypll_rate	6193
19055	Iowa	Delaware	ypll_rate	6216
19057	Iowa	Des Moines	ypll_rate	6596
19059	Iowa	Dickinson	ypll_rate	4792
19061	Iowa	Dubuque	ypll_rate	5675
19063	Iowa	Emmet	ypll_rate	5345
19065	Iowa	Fayette	ypll_rate	6371
19067	Iowa	Floyd	ypll_rate	7017
19069	Iowa	Franklin	ypll_rate	5562
19071	Iowa	Fremont	ypll_rate	7964
19073	Iowa	Greene	ypll_rate	7088
19075	Iowa	Grundy	ypll_rate	4493
19077	Iowa	Guthrie	ypll_rate	5843
19079	Iowa	Hamilton	ypll_rate	5848
19081	Iowa	Hancock	ypll_rate	5603
19083	Iowa	Hardin	ypll_rate	6021
19085	Iowa	Harrison	ypll_rate	6916
19087	Iowa	Henry	ypll_rate	5359
19089	Iowa	Howard	ypll_rate	5620
19091	Iowa	Humboldt	ypll_rate	7307
19093	Iowa	Ida	ypll_rate	6627
19095	Iowa	Iowa	ypll_rate	5056
19097	Iowa	Jackson	ypll_rate	5979
19099	Iowa	Jasper	ypll_rate	6875
19101	Iowa	Jefferson	ypll_rate	5866
19103	Iowa	Johnson	ypll_rate	4931
19105	Iowa	Jones	ypll_rate	6369
19107	Iowa	Keokuk	ypll_rate	5893
19109	Iowa	Kossuth	ypll_rate	4391
19111	Iowa	Lee	ypll_rate	7652
19113	Iowa	Linn	ypll_rate	4861
19115	Iowa	Louisa	ypll_rate	8053
19117	Iowa	Lucas	ypll_rate	7332
19119	Iowa	Lyon	ypll_rate	3945
19121	Iowa	Madison	ypll_rate	5595
19123	Iowa	Mahaska	ypll_rate	4732
19125	Iowa	Marion	ypll_rate	6488
19127	Iowa	Marshall	ypll_rate	6752
19129	Iowa	Mills	ypll_rate	9666
19131	Iowa	Mitchell	ypll_rate	4856
19133	Iowa	Monona	ypll_rate	7392
19135	Iowa	Monroe	ypll_rate	7336
19137	Iowa	Montgomery	ypll_rate	8225
19139	Iowa	Muscatine	ypll_rate	6125
19141	Iowa	O'Brien	ypll_rate	6102
19143	Iowa	Osceola	ypll_rate	6470
19145	Iowa	Page	ypll_rate	7387
19147	Iowa	Palo Alto	ypll_rate	5187
19149	Iowa	Plymouth	ypll_rate	4533
19151	Iowa	Pocahontas	ypll_rate	6507
19153	Iowa	Polk	ypll_rate	6303
19155	Iowa	Pottawattamie	ypll_rate	7496
19157	Iowa	Poweshiek	ypll_rate	5299
19159	Iowa	Ringgold	ypll_rate	5829
19161	Iowa	Sac	ypll_rate	5584
19163	Iowa	Scott	ypll_rate	6442
19165	Iowa	Shelby	ypll_rate	5630
19167	Iowa	Sioux	ypll_rate	3877
19169	Iowa	Story	ypll_rate	4653
19171	Iowa	Tama	ypll_rate	5567
19173	Iowa	Taylor	ypll_rate	5583
19175	Iowa	Union	ypll_rate	8378
19177	Iowa	Van Buren	ypll_rate	5941
19179	Iowa	Wapello	ypll_rate	7466
19181	Iowa	Warren	ypll_rate	6084
19183	Iowa	Washington	ypll_rate	5627
19185	Iowa	Wayne	ypll_rate	8578
19187	Iowa	Webster	ypll_rate	8404
19189	Iowa	Winnebago	ypll_rate	5671
19191	Iowa	Winneshiek	ypll_rate	3896
19193	Iowa	Woodbury	ypll_rate	6680
19195	Iowa	Worth	ypll_rate	6291
19197	Iowa	Wright	ypll_rate	6462
20001	Kansas	Allen	ypll_rate	8766
20003	Kansas	Anderson	ypll_rate	7147
20005	Kansas	Atchison	ypll_rate	7115
20007	Kansas	Barber	ypll_rate	5522
20009	Kansas	Barton	ypll_rate	7511
20011	Kansas	Bourbon	ypll_rate	7899
20013	Kansas	Brown	ypll_rate	10354
20015	Kansas	Butler	ypll_rate	6996
20017	Kansas	Chase	ypll_rate	8286
20019	Kansas	Chautauqua	ypll_rate	12789
20021	Kansas	Cherokee	ypll_rate	10147
20023	Kansas	Cheyenne	ypll_rate	
20025	Kansas	Clark	ypll_rate	
20027	Kansas	Clay	ypll_rate	8271
20029	Kansas	Cloud	ypll_rate	8754
20031	Kansas	Coffey	ypll_rate	8118
20033	Kansas	Comanche	ypll_rate	
20035	Kansas	Cowley	ypll_rate	8438
20037	Kansas	Crawford	ypll_rate	8059
20039	Kansas	Decatur	ypll_rate	12351
20041	Kansas	Dickinson	ypll_rate	6536
20043	Kansas	Doniphan	ypll_rate	5780
20045	Kansas	Douglas	ypll_rate	4984
20047	Kansas	Edwards	ypll_rate	10791
20049	Kansas	Elk	ypll_rate	10326
20051	Kansas	Ellis	ypll_rate	5569
20053	Kansas	Ellsworth	ypll_rate	6519
20055	Kansas	Finney	ypll_rate	6376
20057	Kansas	Ford	ypll_rate	6769
20059	Kansas	Franklin	ypll_rate	7275
20061	Kansas	Geary	ypll_rate	9347
20063	Kansas	Gove	ypll_rate	
20065	Kansas	Graham	ypll_rate	
20067	Kansas	Grant	ypll_rate	6877
20069	Kansas	Gray	ypll_rate	6259
20071	Kansas	Greeley	ypll_rate	
20073	Kansas	Greenwood	ypll_rate	9268
20075	Kansas	Hamilton	ypll_rate	
20077	Kansas	Harper	ypll_rate	7950
20079	Kansas	Harvey	ypll_rate	6836
20081	Kansas	Haskell	ypll_rate	8342
20083	Kansas	Hodgeman	ypll_rate	
20085	Kansas	Jackson	ypll_rate	7919
20087	Kansas	Jefferson	ypll_rate	6428
20089	Kansas	Jewell	ypll_rate	6820
20091	Kansas	Johnson	ypll_rate	4586
20093	Kansas	Kearny	ypll_rate	
20095	Kansas	Kingman	ypll_rate	5624
20097	Kansas	Kiowa	ypll_rate	
20099	Kansas	Labette	ypll_rate	9409
20101	Kansas	Lane	ypll_rate	
20103	Kansas	Leavenworth	ypll_rate	6388
20105	Kansas	Lincoln	ypll_rate	6028
20107	Kansas	Linn	ypll_rate	8596
20109	Kansas	Logan	ypll_rate	11813
20111	Kansas	Lyon	ypll_rate	6018
20113	Kansas	McPherson	ypll_rate	6300
20115	Kansas	Marion	ypll_rate	6626
20117	Kansas	Marshall	ypll_rate	6523
20119	Kansas	Meade	ypll_rate	6147
20121	Kansas	Miami	ypll_rate	6537
20123	Kansas	Mitchell	ypll_rate	7818
20125	Kansas	Montgomery	ypll_rate	9138
20127	Kansas	Morris	ypll_rate	7362
20129	Kansas	Morton	ypll_rate	
20131	Kansas	Nemaha	ypll_rate	6787
20133	Kansas	Neosho	ypll_rate	10358
20135	Kansas	Ness	ypll_rate	7688
20137	Kansas	Norton	ypll_rate	7874
20139	Kansas	Osage	ypll_rate	8403
20141	Kansas	Osborne	ypll_rate	4779
20143	Kansas	Ottawa	ypll_rate	5692
20145	Kansas	Pawnee	ypll_rate	8553
20147	Kansas	Phillips	ypll_rate	6774
20149	Kansas	Pottawatomie	ypll_rate	5346
20151	Kansas	Pratt	ypll_rate	7429
20153	Kansas	Rawlins	ypll_rate	9155
20155	Kansas	Reno	ypll_rate	7495
20157	Kansas	Republic	ypll_rate	6497
20159	Kansas	Rice	ypll_rate	7374
20161	Kansas	Riley	ypll_rate	4974
20163	Kansas	Rooks	ypll_rate	6544
20165	Kansas	Rush	ypll_rate	7018
20167	Kansas	Russell	ypll_rate	7724
20169	Kansas	Saline	ypll_rate	7059
20171	Kansas	Scott	ypll_rate	8103
20173	Kansas	Sedgwick	ypll_rate	7590
20175	Kansas	Seward	ypll_rate	7900
20177	Kansas	Shawnee	ypll_rate	7769
20179	Kansas	Sheridan	ypll_rate	
20181	Kansas	Sherman	ypll_rate	6109
20183	Kansas	Smith	ypll_rate	6473
20185	Kansas	Stafford	ypll_rate	7506
20187	Kansas	Stanton	ypll_rate	
20189	Kansas	Stevens	ypll_rate	6840
20191	Kansas	Sumner	ypll_rate	8028
20193	Kansas	Thomas	ypll_rate	9364
20195	Kansas	Trego	ypll_rate	5764
20197	Kansas	Wabaunsee	ypll_rate	5650
20199	Kansas	Wallace	ypll_rate	
20201	Kansas	Washington	ypll_rate	5685
20203	Kansas	Wichita	ypll_rate	
20205	Kansas	Wilson	ypll_rate	7737
20207	Kansas	Woodson	ypll_rate	17214
20209	Kansas	Wyandotte	ypll_rate	10125
21001	Kentucky	Adair	ypll_rate	7968
21003	Kentucky	Allen	ypll_rate	9981
21005	Kentucky	Anderson	ypll_rate	7354
21007	Kentucky	Ballard	ypll_rate	9387
21009	Kentucky	Barren	ypll_rate	8499
21011	Kentucky	Bath	ypll_rate	13081
21013	Kentucky	Bell	ypll_rate	13418
21015	Kentucky	Boone	ypll_rate	6413
21017	Kentucky	Bourbon	ypll_rate	10287
21019	Kentucky	Boyd	ypll_rate	10006
21021	Kentucky	Boyle	ypll_rate	7542
21023	Kentucky	Bracken	ypll_rate	9454
21025	Kentucky	Breathitt	ypll_rate	16736
21027	Kentucky	Breckinridge	ypll_rate	9688
21029	Kentucky	Bullitt	ypll_rate	6615
21031	Kentucky	Butler	ypll_rate	10737
21033	Kentucky	Caldwell	ypll_rate	11049
21035	Kentucky	Calloway	ypll_rate	7277
21037	Kentucky	Campbell	ypll_rate	7306
21039	Kentucky	Carlisle	ypll_rate	9815
21041	Kentucky	Carroll	ypll_rate	10121
21043	Kentucky	Carter	ypll_rate	10825
21045	Kentucky	Casey	ypll_rate	10495
21047	Kentucky	Christian	ypll_rate	9335
21049	Kentucky	Clark	ypll_rate	9510
21051	Kentucky	Clay	ypll_rate	12976
21053	Kentucky	Clinton	ypll_rate	9670
21055	Kentucky	Crittenden	ypll_rate	9349
21057	Kentucky	Cumberland	ypll_rate	13257
21059	Kentucky	Daviess	ypll_rate	8092
21061	Kentucky	Edmonson	ypll_rate	8216
21063	Kentucky	Elliott	ypll_rate	7482
21065	Kentucky	Estill	ypll_rate	12382
21067	Kentucky	Fayette	ypll_rate	6677
21069	Kentucky	Fleming	ypll_rate	11072
21071	Kentucky	Floyd	ypll_rate	14472
21073	Kentucky	Franklin	ypll_rate	8095
21075	Kentucky	Fulton	ypll_rate	9236
21077	Kentucky	Gallatin	ypll_rate	12585
21079	Kentucky	Garrard	ypll_rate	7430
21081	Kentucky	Grant	ypll_rate	8627
21083	Kentucky	Graves	ypll_rate	9430
21085	Kentucky	Grayson	ypll_rate	9573
21087	Kentucky	Green	ypll_rate	8097
21089	Kentucky	Greenup	ypll_rate	9047
21091	Kentucky	Hancock	ypll_rate	7241
21093	Kentucky	Hardin	ypll_rate	7672
21095	Kentucky	Harlan	ypll_rate	13055
21097	Kentucky	Harrison	ypll_rate	10602
21099	Kentucky	Hart	ypll_rate	7807
21101	Kentucky	Henderson	ypll_rate	8338
21103	Kentucky	Henry	ypll_rate	9512
21105	Kentucky	Hickman	ypll_rate	10484
21107	Kentucky	Hopkins	ypll_rate	9240
21109	Kentucky	Jackson	ypll_rate	12398
21111	Kentucky	Jefferson	ypll_rate	8250
21113	Kentucky	Jessamine	ypll_rate	7245
21115	Kentucky	Johnson	ypll_rate	13396
21117	Kentucky	Kenton	ypll_rate	8076
21119	Kentucky	Knott	ypll_rate	12255
21121	Kentucky	Knox	ypll_rate	12369
21123	Kentucky	Larue	ypll_rate	7971
21125	Kentucky	Laurel	ypll_rate	9313
21127	Kentucky	Lawrence	ypll_rate	11211
21129	Kentucky	Lee	ypll_rate	14205
21131	Kentucky	Leslie	ypll_rate	13472
21133	Kentucky	Letcher	ypll_rate	12028
21135	Kentucky	Lewis	ypll_rate	10418
21137	Kentucky	Lincoln	ypll_rate	10464
21139	Kentucky	Livingston	ypll_rate	9525
21141	Kentucky	Logan	ypll_rate	8777
21143	Kentucky	Lyon	ypll_rate	6797
21145	Kentucky	McCracken	ypll_rate	9191
21147	Kentucky	McCreary	ypll_rate	9612
21149	Kentucky	McLean	ypll_rate	8812
21151	Kentucky	Madison	ypll_rate	7373
21153	Kentucky	Magoffin	ypll_rate	10950
21155	Kentucky	Marion	ypll_rate	8473
21157	Kentucky	Marshall	ypll_rate	9165
21159	Kentucky	Martin	ypll_rate	12229
21161	Kentucky	Mason	ypll_rate	8733
21163	Kentucky	Meade	ypll_rate	7534
21165	Kentucky	Menifee	ypll_rate	14213
21167	Kentucky	Mercer	ypll_rate	9383
21169	Kentucky	Metcalfe	ypll_rate	11072
21171	Kentucky	Monroe	ypll_rate	10230
21173	Kentucky	Montgomery	ypll_rate	9808
21175	Kentucky	Morgan	ypll_rate	9265
21177	Kentucky	Muhlenberg	ypll_rate	11171
21179	Kentucky	Nelson	ypll_rate	7485
21181	Kentucky	Nicholas	ypll_rate	12466
21183	Kentucky	Ohio	ypll_rate	7674
21185	Kentucky	Oldham	ypll_rate	5430
21187	Kentucky	Owen	ypll_rate	7268
21189	Kentucky	Owsley	ypll_rate	13121
21191	Kentucky	Pendleton	ypll_rate	10770
21193	Kentucky	Perry	ypll_rate	15233
21195	Kentucky	Pike	ypll_rate	13257
21197	Kentucky	Powell	ypll_rate	15104
21199	Kentucky	Pulaski	ypll_rate	9194
21201	Kentucky	Robertson	ypll_rate	11372
21203	Kentucky	Rockcastle	ypll_rate	11193
21205	Kentucky	Rowan	ypll_rate	9005
21207	Kentucky	Russell	ypll_rate	9453
21209	Kentucky	Scott	ypll_rate	5894
21211	Kentucky	Shelby	ypll_rate	6097
21213	Kentucky	Simpson	ypll_rate	8678
21215	Kentucky	Spencer	ypll_rate	6820
21217	Kentucky	Taylor	ypll_rate	9198
21219	Kentucky	Todd	ypll_rate	9473
21221	Kentucky	Trigg	ypll_rate	9570
21223	Kentucky	Trimble	ypll_rate	10408
21225	Kentucky	Union	ypll_rate	10191
21227	Kentucky	Warren	ypll_rate	7066
21229	Kentucky	Washington	ypll_rate	7320
21231	Kentucky	Wayne	ypll_rate	8228
21233	Kentucky	Webster	ypll_rate	9486
21235	Kentucky	Whitley	ypll_rate	11488
21237	Kentucky	Wolfe	ypll_rate	16009
21239	Kentucky	Woodford	ypll_rate	6911
22001	Louisiana	Acadia	ypll_rate	11697
22003	Louisiana	Allen	ypll_rate	6908
22005	Louisiana	Ascension	ypll_rate	8051
22007	Louisiana	Assumption	ypll_rate	9693
22009	Louisiana	Avoyelles	ypll_rate	10346
22011	Louisiana	Beauregard	ypll_rate	9529
22013	Louisiana	Bienville	ypll_rate	13119
22015	Louisiana	Bossier	ypll_rate	7538
22017	Louisiana	Caddo	ypll_rate	11115
22019	Louisiana	Calcasieu	ypll_rate	10031
22021	Louisiana	Caldwell	ypll_rate	10754
22023	Louisiana	Cameron	ypll_rate	6601
22025	Louisiana	Catahoula	ypll_rate	12437
22027	Louisiana	Claiborne	ypll_rate	10141
22029	Louisiana	Concordia	ypll_rate	11812
22031	Louisiana	De Soto	ypll_rate	11669
22033	Louisiana	East Baton Rouge	ypll_rate	9403
22035	Louisiana	East Carroll	ypll_rate	15615
22037	Louisiana	East Feliciana	ypll_rate	9884
22039	Louisiana	Evangeline	ypll_rate	11670
22041	Louisiana	Franklin	ypll_rate	10126
22043	Louisiana	Grant	ypll_rate	9460
22045	Louisiana	Iberia	ypll_rate	9841
22047	Louisiana	Iberville	ypll_rate	9060
22049	Louisiana	Jackson	ypll_rate	9688
22051	Louisiana	Jefferson	ypll_rate	8632
22053	Louisiana	Jefferson Davis	ypll_rate	12023
22055	Louisiana	Lafayette	ypll_rate	7909
22057	Louisiana	Lafourche	ypll_rate	8391
22059	Louisiana	La Salle	ypll_rate	9264
22061	Louisiana	Lincoln	ypll_rate	8233
22063	Louisiana	Livingston	ypll_rate	9400
22065	Louisiana	Madison	ypll_rate	13509
22067	Louisiana	Morehouse	ypll_rate	11346
22069	Louisiana	Natchitoches	ypll_rate	9781
22071	Louisiana	Orleans	ypll_rate	11091
22073	Louisiana	Ouachita	ypll_rate	9585
22075	Louisiana	Plaquemines	ypll_rate	8048
22077	Louisiana	Pointe Coupee	ypll_rate	9634
22079	Louisiana	Rapides	ypll_rate	10284
22081	Louisiana	Red River	ypll_rate	11293
22083	Louisiana	Richland	ypll_rate	11987
22085	Louisiana	Sabine	ypll_rate	9154
22087	Louisiana	St. Bernard	ypll_rate	11059
22089	Louisiana	St. Charles	ypll_rate	7529
22091	Louisiana	St. Helena	ypll_rate	12209
22093	Louisiana	St. James	ypll_rate	7637
22095	Louisiana	St. John the Baptist	ypll_rate	10072
22097	Louisiana	St. Landry	ypll_rate	12106
22099	Louisiana	St. Martin	ypll_rate	8880
22101	Louisiana	St. Mary	ypll_rate	9950
22103	Louisiana	St. Tammany	ypll_rate	7253
22105	Louisiana	Tangipahoa	ypll_rate	11093
22107	Louisiana	Tensas	ypll_rate	15780
22109	Louisiana	Terrebonne	ypll_rate	9604
22111	Louisiana	Union	ypll_rate	10570
22113	Louisiana	Vermilion	ypll_rate	7948
22115	Louisiana	Vernon	ypll_rate	8453
22117	Louisiana	Washington	ypll_rate	11895
22119	Louisiana	Webster	ypll_rate	11170
22121	Louisiana	West Baton Rouge	ypll_rate	8242
22123	Louisiana	West Carroll	ypll_rate	10665
22125	Louisiana	West Feliciana	ypll_rate	7429
22127	Louisiana	Winn	ypll_rate	8864
23001	Maine	Androscoggin	ypll_rate	6148
23003	Maine	Aroostook	ypll_rate	6810
23005	Maine	Cumberland	ypll_rate	5355
23007	Maine	Franklin	ypll_rate	6096
23009	Maine	Hancock	ypll_rate	5312
23011	Maine	Kennebec	ypll_rate	6265
23013	Maine	Knox	ypll_rate	7138
23015	Maine	Lincoln	ypll_rate	6992
23017	Maine	Oxford	ypll_rate	6075
23019	Maine	Penobscot	ypll_rate	6500
23021	Maine	Piscataquis	ypll_rate	9706
23023	Maine	Sagadahoc	ypll_rate	4887
23025	Maine	Somerset	ypll_rate	6977
23027	Maine	Waldo	ypll_rate	6181
23029	Maine	Washington	ypll_rate	7971
23031	Maine	York	ypll_rate	5975
24001	Maryland	Allegany	ypll_rate	7375
24003	Maryland	Anne Arundel	ypll_rate	6285
24005	Maryland	Baltimore	ypll_rate	6968
24009	Maryland	Calvert	ypll_rate	6226
24011	Maryland	Caroline	ypll_rate	9223
24013	Maryland	Carroll	ypll_rate	5765
24015	Maryland	Cecil	ypll_rate	8292
24017	Maryland	Charles	ypll_rate	6588
24019	Maryland	Dorchester	ypll_rate	8497
24021	Maryland	Frederick	ypll_rate	5126
24023	Maryland	Garrett	ypll_rate	7388
24025	Maryland	Harford	ypll_rate	5949
24027	Maryland	Howard	ypll_rate	4105
24029	Maryland	Kent	ypll_rate	7493
24031	Maryland	Montgomery	ypll_rate	3816
24033	Maryland	Prince George's	ypll_rate	7720
24035	Maryland	Queen Anne's	ypll_rate	5587
24037	Maryland	St. Mary's	ypll_rate	6651
24039	Maryland	Somerset	ypll_rate	7794
24041	Maryland	Talbot	ypll_rate	6336
24043	Maryland	Washington	ypll_rate	6720
24045	Maryland	Wicomico	ypll_rate	7926
24047	Maryland	Worcester	ypll_rate	6795
24510	Maryland	Baltimore City	ypll_rate	13272
25001	Massachusetts	Barnstable	ypll_rate	5861
25003	Massachusetts	Berkshire	ypll_rate	5915
25005	Massachusetts	Bristol	ypll_rate	6180
25007	Massachusetts	Dukes	ypll_rate	4328
25009	Massachusetts	Essex	ypll_rate	5062
25011	Massachusetts	Franklin	ypll_rate	5299
25013	Massachusetts	Hampden	ypll_rate	6848
25015	Massachusetts	Hampshire	ypll_rate	4924
25017	Massachusetts	Middlesex	ypll_rate	4331
25019	Massachusetts	Nantucket	ypll_rate	5451
25021	Massachusetts	Norfolk	ypll_rate	4536
25023	Massachusetts	Plymouth	ypll_rate	5721
25025	Massachusetts	Suffolk	ypll_rate	6377
25027	Massachusetts	Worcester	ypll_rate	5573
26001	Michigan	Alcona	ypll_rate	10875
26003	Michigan	Alger	ypll_rate	6409
26005	Michigan	Allegan	ypll_rate	5595
26007	Michigan	Alpena	ypll_rate	8249
26009	Michigan	Antrim	ypll_rate	6827
26011	Michigan	Arenac	ypll_rate	8810
26013	Michigan	Baraga	ypll_rate	6705
26015	Michigan	Barry	ypll_rate	6020
26017	Michigan	Bay	ypll_rate	7483
26019	Michigan	Benzie	ypll_rate	5697
26021	Michigan	Berrien	ypll_rate	7489
26023	Michigan	Branch	ypll_rate	6737
26025	Michigan	Calhoun	ypll_rate	8927
26027	Michigan	Cass	ypll_rate	6818
26029	Michigan	Charlevoix	ypll_rate	6350
26031	Michigan	Cheboygan	ypll_rate	6060
26033	Michigan	Chippewa	ypll_rate	6898
26035	Michigan	Clare	ypll_rate	7817
26037	Michigan	Clinton	ypll_rate	4290
26039	Michigan	Crawford	ypll_rate	7191
26041	Michigan	Delta	ypll_rate	5620
26043	Michigan	Dickinson	ypll_rate	6793
26045	Michigan	Eaton	ypll_rate	5561
26047	Michigan	Emmet	ypll_rate	5546
26049	Michigan	Genesee	ypll_rate	9009
26051	Michigan	Gladwin	ypll_rate	8222
26053	Michigan	Gogebic	ypll_rate	7632
26055	Michigan	Grand Traverse	ypll_rate	5708
26057	Michigan	Gratiot	ypll_rate	6811
26059	Michigan	Hillsdale	ypll_rate	6973
26061	Michigan	Houghton	ypll_rate	6388
26063	Michigan	Huron	ypll_rate	7427
26065	Michigan	Ingham	ypll_rate	6274
26067	Michigan	Ionia	ypll_rate	6081
26069	Michigan	Iosco	ypll_rate	8267
26071	Michigan	Iron	ypll_rate	8400
26073	Michigan	Isabella	ypll_rate	5842
26075	Michigan	Jackson	ypll_rate	7102
26077	Michigan	Kalamazoo	ypll_rate	6934
26079	Michigan	Kalkaska	ypll_rate	8163
26081	Michigan	Kent	ypll_rate	5749
26083	Michigan	Keweenaw	ypll_rate	
26085	Michigan	Lake	ypll_rate	7950
26087	Michigan	Lapeer	ypll_rate	6775
26089	Michigan	Leelanau	ypll_rate	3941
26091	Michigan	Lenawee	ypll_rate	6393
26093	Michigan	Livingston	ypll_rate	5202
26095	Michigan	Luce	ypll_rate	8395
26097	Michigan	Mackinac	ypll_rate	7799
26099	Michigan	Macomb	ypll_rate	6899
26101	Michigan	Manistee	ypll_rate	6607
26103	Michigan	Marquette	ypll_rate	6245
26105	Michigan	Mason	ypll_rate	6850
26107	Michigan	Mecosta	ypll_rate	6320
26109	Michigan	Menominee	ypll_rate	6427
26111	Michigan	Midland	ypll_rate	5596
26113	Michigan	Missaukee	ypll_rate	6854
26115	Michigan	Monroe	ypll_rate	6696
26117	Michigan	Montcalm	ypll_rate	6944
26119	Michigan	Montmorency	ypll_rate	8233
26121	Michigan	Muskegon	ypll_rate	7520
26123	Michigan	Newaygo	ypll_rate	7885
