FIPS	State	County	Variable	pcnt_pcp
13267	Georgia	Tattnall	pcnt_pcp	0.000195
13269	Georgia	Taylor	pcnt_pcp	#VALUE!
13271	Georgia	Telfair	pcnt_pcp	0.000304
13273	Georgia	Terrell	pcnt_pcp	0.000107
13275	Georgia	Thomas	pcnt_pcp	0.000872
13277	Georgia	Tift	pcnt_pcp	0.000894
13279	Georgia	Toombs	pcnt_pcp	0.000733
13281	Georgia	Towns	pcnt_pcp	0.000856
13283	Georgia	Treutlen	pcnt_pcp	#VALUE!
13285	Georgia	Troup	pcnt_pcp	0.000462
13287	Georgia	Turner	pcnt_pcp	0.000447
13289	Georgia	Twiggs	pcnt_pcp	0.000111
13291	Georgia	Union	pcnt_pcp	0.00089
13293	Georgia	Upson	pcnt_pcp	0.000554
13295	Georgia	Walker	pcnt_pcp	0.000232
13297	Georgia	Walton	pcnt_pcp	0.000405
13299	Georgia	Ware	pcnt_pcp	0.00077
13301	Georgia	Warren	pcnt_pcp	0.000517
13303	Georgia	Washington	pcnt_pcp	0.000709
13305	Georgia	Wayne	pcnt_pcp	0.000432
13307	Georgia	Webster	pcnt_pcp	#VALUE!
13309	Georgia	Wheeler	pcnt_pcp	#VALUE!
13311	Georgia	White	pcnt_pcp	0.000294
13313	Georgia	Whitfield	pcnt_pcp	0.000545
13315	Georgia	Wilcox	pcnt_pcp	0.000108
13317	Georgia	Wilkes	pcnt_pcp	0.000572
13319	Georgia	Wilkinson	pcnt_pcp	0.000105
13321	Georgia	Worth	pcnt_pcp	0.000277
15001	Hawaii	Hawaii	pcnt_pcp	0.000745
15003	Hawaii	Honolulu	pcnt_pcp	0.00088
15005	Hawaii	Kalawao	pcnt_pcp	0.266667
15007	Hawaii	Kauai	pcnt_pcp	0.000952
15009	Hawaii	Maui	pcnt_pcp	0.000858
16001	Idaho	Ada	pcnt_pcp	0.000786
16003	Idaho	Adams	pcnt_pcp	0.000506
16005	Idaho	Bannock	pcnt_pcp	0.000687
16007	Idaho	Bear Lake	pcnt_pcp	0.000502
16009	Idaho	Benewah	pcnt_pcp	0.000323
16011	Idaho	Bingham	pcnt_pcp	0.000306
16013	Idaho	Blaine	pcnt_pcp	0.000985
16015	Idaho	Boise	pcnt_pcp	0.000285
16017	Idaho	Bonner	pcnt_pcp	0.000635
16019	Idaho	Bonneville	pcnt_pcp	0.000468
16021	Idaho	Boundary	pcnt_pcp	0.000727
16023	Idaho	Butte	pcnt_pcp	0.001035
16025	Idaho	Camas	pcnt_pcp	0.021661
16027	Idaho	Canyon	pcnt_pcp	0.000306
16029	Idaho	Caribou	pcnt_pcp	0.000143
16031	Idaho	Cassia	pcnt_pcp	0.000606
16033	Idaho	Clark	pcnt_pcp	0.02449
16035	Idaho	Clearwater	pcnt_pcp	0.001029
16037	Idaho	Custer	pcnt_pcp	#VALUE!
16039	Idaho	Elmore	pcnt_pcp	0.000665
16041	Idaho	Franklin	pcnt_pcp	0.000313
16043	Idaho	Fremont	pcnt_pcp	0.000075
16045	Idaho	Gem	pcnt_pcp	0.00054
16047	Idaho	Gooding	pcnt_pcp	0.000452
16049	Idaho	Idaho	pcnt_pcp	0.000675
16051	Idaho	Jefferson	pcnt_pcp	0.000191
16053	Idaho	Jerome	pcnt_pcp	0.000401
16055	Idaho	Kootenai	pcnt_pcp	0.000677
16057	Idaho	Latah	pcnt_pcp	0.00067
16059	Idaho	Lemhi	pcnt_pcp	0.000503
16061	Idaho	Lewis	pcnt_pcp	0.000262
16063	Idaho	Lincoln	pcnt_pcp	0.000192
16065	Idaho	Madison	pcnt_pcp	0.000559
16067	Idaho	Minidoka	pcnt_pcp	0.000349
16069	Idaho	Nez Perce	pcnt_pcp	0.000789
16071	Idaho	Oneida	pcnt_pcp	0.000466
16073	Idaho	Owyhee	pcnt_pcp	0.000174
16075	Idaho	Payette	pcnt_pcp	0.000177
16077	Idaho	Power	pcnt_pcp	0.000254
16079	Idaho	Shoshone	pcnt_pcp	0.000707
16081	Idaho	Teton	pcnt_pcp	0.000689
16083	Idaho	Twin Falls	pcnt_pcp	0.000568
16085	Idaho	Valley	pcnt_pcp	0.001534
16087	Idaho	Washington	pcnt_pcp	0.000489
17001	Illinois	Adams	pcnt_pcp	0.00085
17003	Illinois	Alexander	pcnt_pcp	0.000243
17005	Illinois	Bond	pcnt_pcp	0.000563
17007	Illinois	Boone	pcnt_pcp	0.000461
17009	Illinois	Brown	pcnt_pcp	#VALUE!
17011	Illinois	Bureau	pcnt_pcp	0.000458
17013	Illinois	Calhoun	pcnt_pcp	0.000589
17015	Illinois	Carroll	pcnt_pcp	0.000326
17017	Illinois	Cass	pcnt_pcp	0.000147
17019	Illinois	Champaign	pcnt_pcp	0.00084
17021	Illinois	Christian	pcnt_pcp	0.000517
17023	Illinois	Clark	pcnt_pcp	0.000368
17025	Illinois	Clay	pcnt_pcp	0.000435
17027	Illinois	Clinton	pcnt_pcp	0.000344
17029	Illinois	Coles	pcnt_pcp	0.000612
17031	Illinois	Cook	pcnt_pcp	0.000902
17033	Illinois	Crawford	pcnt_pcp	0.000504
17035	Illinois	Cumberland	pcnt_pcp	0.000091
17037	Illinois	DeKalb	pcnt_pcp	0.000352
17039	Illinois	De Witt	pcnt_pcp	0.000483
17041	Illinois	Douglas	pcnt_pcp	0.00025
17043	Illinois	DuPage	pcnt_pcp	0.001337
17045	Illinois	Edgar	pcnt_pcp	0.000324
17047	Illinois	Edwards	pcnt_pcp	#VALUE!
17049	Illinois	Effingham	pcnt_pcp	0.000789
17051	Illinois	Fayette	pcnt_pcp	0.000181
17053	Illinois	Ford	pcnt_pcp	0.000711
17055	Illinois	Franklin	pcnt_pcp	0.000379
17057	Illinois	Fulton	pcnt_pcp	0.000324
17059	Illinois	Gallatin	pcnt_pcp	0.000179
17061	Illinois	Greene	pcnt_pcp	0.000433
17063	Illinois	Grundy	pcnt_pcp	0.000339
17065	Illinois	Hamilton	pcnt_pcp	0.000236
17067	Illinois	Hancock	pcnt_pcp	0.000471
17069	Illinois	Hardin	pcnt_pcp	0.000696
17071	Illinois	Henderson	pcnt_pcp	0.000136
17073	Illinois	Henry	pcnt_pcp	0.000357
17075	Illinois	Iroquois	pcnt_pcp	0.000438
17077	Illinois	Jackson	pcnt_pcp	0.001176
17079	Illinois	Jasper	pcnt_pcp	0.000103
17081	Illinois	Jefferson	pcnt_pcp	0.000722
17083	Illinois	Jersey	pcnt_pcp	0.000348
17085	Illinois	Jo Daviess	pcnt_pcp	0.000485
17087	Illinois	Johnson	pcnt_pcp	0.000238
17089	Illinois	Kane	pcnt_pcp	0.000424
17091	Illinois	Kankakee	pcnt_pcp	0.000476
17093	Illinois	Kendall	pcnt_pcp	0.000339
17095	Illinois	Knox	pcnt_pcp	0.00068
17097	Illinois	Lake	pcnt_pcp	0.000967
17099	Illinois	LaSalle	pcnt_pcp	0.000439
17101	Illinois	Lawrence	pcnt_pcp	0.000297
17103	Illinois	Lee	pcnt_pcp	0.00064
17105	Illinois	Livingston	pcnt_pcp	0.000514
17107	Illinois	Logan	pcnt_pcp	0.000297
17109	Illinois	McDonough	pcnt_pcp	0.000644
17111	Illinois	McHenry	pcnt_pcp	0.000566
17113	Illinois	McLean	pcnt_pcp	0.000636
17115	Illinois	Macon	pcnt_pcp	0.000795
17117	Illinois	Macoupin	pcnt_pcp	0.000251
17119	Illinois	Madison	pcnt_pcp	0.000479
17121	Illinois	Marion	pcnt_pcp	0.000558
17123	Illinois	Marshall	pcnt_pcp	0.000158
17125	Illinois	Mason	pcnt_pcp	0.000342
17127	Illinois	Massac	pcnt_pcp	0.000194
17129	Illinois	Menard	pcnt_pcp	0.000236
17131	Illinois	Mercer	pcnt_pcp	0.000304
17133	Illinois	Monroe	pcnt_pcp	0.000303
17135	Illinois	Montgomery	pcnt_pcp	0.000499
17137	Illinois	Morgan	pcnt_pcp	0.000338
17139	Illinois	Moultrie	pcnt_pcp	0.000337
17141	Illinois	Ogle	pcnt_pcp	0.00058
17143	Illinois	Peoria	pcnt_pcp	0.001127
17145	Illinois	Perry	pcnt_pcp	0.000537
17147	Illinois	Piatt	pcnt_pcp	0.000299
17149	Illinois	Pike	pcnt_pcp	0.000487
17151	Illinois	Pope	pcnt_pcp	#VALUE!
17153	Illinois	Pulaski	pcnt_pcp	#VALUE!
17155	Illinois	Putnam	pcnt_pcp	0.000167
17157	Illinois	Randolph	pcnt_pcp	0.000508
17159	Illinois	Richland	pcnt_pcp	0.000801
17161	Illinois	Rock Island	pcnt_pcp	0.000549
17163	Illinois	St. Clair	pcnt_pcp	0.000607
17165	Illinois	Saline	pcnt_pcp	0.000883
17167	Illinois	Sangamon	pcnt_pcp	0.001011
17169	Illinois	Schuyler	pcnt_pcp	0.000265
17171	Illinois	Scott	pcnt_pcp	0.000374
17173	Illinois	Shelby	pcnt_pcp	0.000179
17175	Illinois	Stark	pcnt_pcp	0.000168
17177	Illinois	Stephenson	pcnt_pcp	0.000524
17179	Illinois	Tazewell	pcnt_pcp	0.000443
17181	Illinois	Union	pcnt_pcp	0.000676
17183	Illinois	Vermilion	pcnt_pcp	0.00049
17185	Illinois	Wabash	pcnt_pcp	0.000503
17187	Illinois	Warren	pcnt_pcp	0.000565
17189	Illinois	Washington	pcnt_pcp	0.000272
17191	Illinois	Wayne	pcnt_pcp	0.000418
17193	Illinois	White	pcnt_pcp	0.000273
17195	Illinois	Whiteside	pcnt_pcp	0.000582
17197	Illinois	Will	pcnt_pcp	0.000471
17199	Illinois	Williamson	pcnt_pcp	0.000754
17201	Illinois	Winnebago	pcnt_pcp	0.000746
17203	Illinois	Woodford	pcnt_pcp	0.000492
18001	Indiana	Adams	pcnt_pcp	0.000349
18003	Indiana	Allen	pcnt_pcp	0.000599
18005	Indiana	Bartholomew	pcnt_pcp	0.000833
18007	Indiana	Benton	pcnt_pcp	0.000225
18009	Indiana	Blackford	pcnt_pcp	0.000549
18011	Indiana	Boone	pcnt_pcp	0.001742
18013	Indiana	Brown	pcnt_pcp	0.000197
18015	Indiana	Carroll	pcnt_pcp	0.000298
18017	Indiana	Cass	pcnt_pcp	0.000411
18019	Indiana	Clark	pcnt_pcp	0.000515
18021	Indiana	Clay	pcnt_pcp	0.000558
18023	Indiana	Clinton	pcnt_pcp	0.000361
18025	Indiana	Crawford	pcnt_pcp	#VALUE!
18027	Indiana	Daviess	pcnt_pcp	0.000347
18029	Indiana	Dearborn	pcnt_pcp	0.000459
18031	Indiana	Decatur	pcnt_pcp	0.000427
18033	Indiana	DeKalb	pcnt_pcp	0.000639
18035	Indiana	Delaware	pcnt_pcp	0.000791
18037	Indiana	Dubois	pcnt_pcp	0.00074
18039	Indiana	Elkhart	pcnt_pcp	0.000471
18041	Indiana	Fayette	pcnt_pcp	0.000329
18043	Indiana	Floyd	pcnt_pcp	0.000536
18045	Indiana	Fountain	pcnt_pcp	0.000116
18047	Indiana	Franklin	pcnt_pcp	0.00026
18049	Indiana	Fulton	pcnt_pcp	0.000528
18051	Indiana	Gibson	pcnt_pcp	0.000417
18053	Indiana	Grant	pcnt_pcp	0.000471
18055	Indiana	Greene	pcnt_pcp	0.000271
18057	Indiana	Hamilton	pcnt_pcp	0.001342
18059	Indiana	Hancock	pcnt_pcp	0.000712
18061	Indiana	Harrison	pcnt_pcp	0.000432
18063	Indiana	Hendricks	pcnt_pcp	0.000562
18065	Indiana	Henry	pcnt_pcp	0.000404
18067	Indiana	Howard	pcnt_pcp	0.000604
18069	Indiana	Huntington	pcnt_pcp	0.000485
18071	Indiana	Jackson	pcnt_pcp	0.000564
18073	Indiana	Jasper	pcnt_pcp	0.000507
18075	Indiana	Jay	pcnt_pcp	0.000472
18077	Indiana	Jefferson	pcnt_pcp	0.000618
18079	Indiana	Jennings	pcnt_pcp	0.000421
18081	Indiana	Johnson	pcnt_pcp	0.000736
18083	Indiana	Knox	pcnt_pcp	0.00086
18085	Indiana	Kosciusko	pcnt_pcp	0.000414
18087	Indiana	LaGrange	pcnt_pcp	0.000296
18089	Indiana	Lake	pcnt_pcp	0.000567
18091	Indiana	LaPorte	pcnt_pcp	0.000431
18093	Indiana	Lawrence	pcnt_pcp	0.000412
18095	Indiana	Madison	pcnt_pcp	0.000524
18097	Indiana	Marion	pcnt_pcp	0.00077
18099	Indiana	Marshall	pcnt_pcp	0.000681
18101	Indiana	Martin	pcnt_pcp	0.000387
18103	Indiana	Miami	pcnt_pcp	0.00019
18105	Indiana	Monroe	pcnt_pcp	0.000614
18107	Indiana	Montgomery	pcnt_pcp	0.000499
18109	Indiana	Morgan	pcnt_pcp	0.000507
18111	Indiana	Newton	pcnt_pcp	0.00007
18113	Indiana	Noble	pcnt_pcp	0.000337
18115	Indiana	Ohio	pcnt_pcp	#VALUE!
18117	Indiana	Orange	pcnt_pcp	0.000606
18119	Indiana	Owen	pcnt_pcp	0.000185
18121	Indiana	Parke	pcnt_pcp	0.000288
18123	Indiana	Perry	pcnt_pcp	0.000465
18125	Indiana	Pike	pcnt_pcp	0.000156
18127	Indiana	Porter	pcnt_pcp	0.000571
18129	Indiana	Posey	pcnt_pcp	0.000348
18131	Indiana	Pulaski	pcnt_pcp	0.000449
18133	Indiana	Putnam	pcnt_pcp	0.000448
18135	Indiana	Randolph	pcnt_pcp	0.000229
18137	Indiana	Ripley	pcnt_pcp	0.00059
18139	Indiana	Rush	pcnt_pcp	0.000403
18141	Indiana	St. Joseph	pcnt_pcp	0.000866
18143	Indiana	Scott	pcnt_pcp	0.000455
18145	Indiana	Shelby	pcnt_pcp	0.00027
18147	Indiana	Spencer	pcnt_pcp	0.000287
18149	Indiana	Starke	pcnt_pcp	0.000342
18151	Indiana	Steuben	pcnt_pcp	0.00041
18153	Indiana	Sullivan	pcnt_pcp	0.000279
18155	Indiana	Switzerland	pcnt_pcp	0.000094
18157	Indiana	Tippecanoe	pcnt_pcp	0.00066
18159	Indiana	Tipton	pcnt_pcp	0.000504
18161	Indiana	Union	pcnt_pcp	0.000133
18163	Indiana	Vanderburgh	pcnt_pcp	0.000935
18165	Indiana	Vermillion	pcnt_pcp	0.000309
18167	Indiana	Vigo	pcnt_pcp	0.000918
18169	Indiana	Wabash	pcnt_pcp	0.000426
18171	Indiana	Warren	pcnt_pcp	0.000235
18173	Indiana	Warrick	pcnt_pcp	0.001304
18175	Indiana	Washington	pcnt_pcp	0.000389
18177	Indiana	Wayne	pcnt_pcp	0.000654
18179	Indiana	Wells	pcnt_pcp	0.000687
18181	Indiana	White	pcnt_pcp	0.000405
18183	Indiana	Whitley	pcnt_pcp	0.00048
19001	Iowa	Adair	pcnt_pcp	0.000391
19003	Iowa	Adams	pcnt_pcp	0.000745
19005	Iowa	Allamakee	pcnt_pcp	0.000627
19007	Iowa	Appanoose	pcnt_pcp	0.000776
19009	Iowa	Audubon	pcnt_pcp	0.000327
19011	Iowa	Benton	pcnt_pcp	0.000192
19013	Iowa	Black Hawk	pcnt_pcp	0.000938
19015	Iowa	Boone	pcnt_pcp	0.000495
19017	Iowa	Bremer	pcnt_pcp	0.000618
19019	Iowa	Buchanan	pcnt_pcp	0.00043
19021	Iowa	Buena Vista	pcnt_pcp	0.000591
19023	Iowa	Butler	pcnt_pcp	0.000134
19025	Iowa	Calhoun	pcnt_pcp	0.000621
19027	Iowa	Carroll	pcnt_pcp	0.000769
19029	Iowa	Cass	pcnt_pcp	0.00043
19031	Iowa	Cedar	pcnt_pcp	0.000216
19033	Iowa	Cerro Gordo	pcnt_pcp	0.001634
19035	Iowa	Cherokee	pcnt_pcp	0.000661
19037	Iowa	Chickasaw	pcnt_pcp	0.00008
19039	Iowa	Clarke	pcnt_pcp	0.00043
19041	Iowa	Clay	pcnt_pcp	0.000601
19043	Iowa	Clayton	pcnt_pcp	0.000442
19045	Iowa	Clinton	pcnt_pcp	0.000591
19047	Iowa	Crawford	pcnt_pcp	0.000408
19049	Iowa	Dallas	pcnt_pcp	0.000375
19051	Iowa	Davis	pcnt_pcp	0.000456
19053	Iowa	Decatur	pcnt_pcp	0.000356
19055	Iowa	Delaware	pcnt_pcp	0.000506
19057	Iowa	Des Moines	pcnt_pcp	0.00067
19059	Iowa	Dickinson	pcnt_pcp	0.00078
19061	Iowa	Dubuque	pcnt_pcp	0.00081
19063	Iowa	Emmet	pcnt_pcp	0.000583
19065	Iowa	Fayette	pcnt_pcp	0.000383
19067	Iowa	Floyd	pcnt_pcp	0.000368
19069	Iowa	Franklin	pcnt_pcp	0.000374
19071	Iowa	Fremont	pcnt_pcp	0.000404
19073	Iowa	Greene	pcnt_pcp	0.000858
19075	Iowa	Grundy	pcnt_pcp	0.000161
19077	Iowa	Guthrie	pcnt_pcp	0.000548
19079	Iowa	Hamilton	pcnt_pcp	0.000511
19081	Iowa	Hancock	pcnt_pcp	0.000265
19083	Iowa	Hardin	pcnt_pcp	0.00057
19085	Iowa	Harrison	pcnt_pcp	0.000335
19087	Iowa	Henry	pcnt_pcp	0.000646
19089	Iowa	Howard	pcnt_pcp	0.000733
19091	Iowa	Humboldt	pcnt_pcp	0.000204
19093	Iowa	Ida	pcnt_pcp	0.000848
19095	Iowa	Iowa	pcnt_pcp	0.000612
19097	Iowa	Jackson	pcnt_pcp	0.000504
19099	Iowa	Jasper	pcnt_pcp	0.000407
19101	Iowa	Jefferson	pcnt_pcp	0.000833
19103	Iowa	Johnson	pcnt_pcp	0.001577
19105	Iowa	Jones	pcnt_pcp	0.000435
19107	Iowa	Keokuk	pcnt_pcp	#VALUE!
19109	Iowa	Kossuth	pcnt_pcp	0.000387
19111	Iowa	Lee	pcnt_pcp	0.000614
19113	Iowa	Linn	pcnt_pcp	0.000648
19115	Iowa	Louisa	pcnt_pcp	0.000176
19117	Iowa	Lucas	pcnt_pcp	0.000675
19119	Iowa	Lyon	pcnt_pcp	0.000259
19121	Iowa	Madison	pcnt_pcp	0.000636
19123	Iowa	Mahaska	pcnt_pcp	0.000625
19125	Iowa	Marion	pcnt_pcp	0.000873
19127	Iowa	Marshall	pcnt_pcp	0.000688
19129	Iowa	Mills	pcnt_pcp	0.000598
19131	Iowa	Mitchell	pcnt_pcp	0.000278
19133	Iowa	Monona	pcnt_pcp	0.000758
19135	Iowa	Monroe	pcnt_pcp	0.000627
19137	Iowa	Montgomery	pcnt_pcp	0.00056
19139	Iowa	Muscatine	pcnt_pcp	0.000539
19141	Iowa	O'Brien	pcnt_pcp	0.000556
19143	Iowa	Osceola	pcnt_pcp	0.00031
19145	Iowa	Page	pcnt_pcp	0.000754
19147	Iowa	Palo Alto	pcnt_pcp	0.000532
19149	Iowa	Plymouth	pcnt_pcp	0.0004
19151	Iowa	Pocahontas	pcnt_pcp	0.000275
19153	Iowa	Polk	pcnt_pcp	0.00105
19155	Iowa	Pottawattamie	pcnt_pcp	0.000461
19157	Iowa	Poweshiek	pcnt_pcp	0.000794
19159	Iowa	Ringgold	pcnt_pcp	0.000779
19161	Iowa	Sac	pcnt_pcp	0.00058
19163	Iowa	Scott	pcnt_pcp	0.000773
19165	Iowa	Shelby	pcnt_pcp	0.000575
19167	Iowa	Sioux	pcnt_pcp	0.000682
19169	Iowa	Story	pcnt_pcp	0.00067
19171	Iowa	Tama	pcnt_pcp	0.000225
19173	Iowa	Taylor	pcnt_pcp	#VALUE!
19175	Iowa	Union	pcnt_pcp	0.000799
19177	Iowa	Van Buren	pcnt_pcp	0.000529
19179	Iowa	Wapello	pcnt_pcp	0.000702
19181	Iowa	Warren	pcnt_pcp	0.000518
19183	Iowa	Washington	pcnt_pcp	0.000691
19185	Iowa	Wayne	pcnt_pcp	0.001093
19187	Iowa	Webster	pcnt_pcp	0.000634
19189	Iowa	Winnebago	pcnt_pcp	0.000369
19191	Iowa	Winneshiek	pcnt_pcp	0.000713
19193	Iowa	Woodbury	pcnt_pcp	0.000596
19195	Iowa	Worth	pcnt_pcp	0.000264
19197	Iowa	Wright	pcnt_pcp	0.000531
20001	Kansas	Allen	pcnt_pcp	0.0003
20003	Kansas	Anderson	pcnt_pcp	0.000494
20005	Kansas	Atchison	pcnt_pcp	0.000533
20007	Kansas	Barber	pcnt_pcp	0.001032
20009	Kansas	Barton	pcnt_pcp	0.000542
20011	Kansas	Bourbon	pcnt_pcp	0.000593
20013	Kansas	Brown	pcnt_pcp	0.001001
20015	Kansas	Butler	pcnt_pcp	0.000516
20017	Kansas	Chase	pcnt_pcp	#VALUE!
20019	Kansas	Chautauqua	pcnt_pcp	#VALUE!
20021	Kansas	Cherokee	pcnt_pcp	0.000371
20023	Kansas	Cheyenne	pcnt_pcp	0.000734
20025	Kansas	Clark	pcnt_pcp	0.001362
20027	Kansas	Clay	pcnt_pcp	0.00117
20029	Kansas	Cloud	pcnt_pcp	0.000315
20031	Kansas	Coffey	pcnt_pcp	0.000349
20033	Kansas	Comanche	pcnt_pcp	0.000529
20035	Kansas	Cowley	pcnt_pcp	0.000496
20037	Kansas	Crawford	pcnt_pcp	0.000613
20039	Kansas	Decatur	pcnt_pcp	0.000679
20041	Kansas	Dickinson	pcnt_pcp	0.000556
20043	Kansas	Doniphan	pcnt_pcp	0.000251
20045	Kansas	Douglas	pcnt_pcp	0.000765
20047	Kansas	Edwards	pcnt_pcp	0.000656
20049	Kansas	Elk	pcnt_pcp	0.000347
20051	Kansas	Ellis	pcnt_pcp	0.000668
20053	Kansas	Ellsworth	pcnt_pcp	0.000461
20055	Kansas	Finney	pcnt_pcp	0.000487
20057	Kansas	Ford	pcnt_pcp	0.000646
20059	Kansas	Franklin	pcnt_pcp	0.000461
20061	Kansas	Geary	pcnt_pcp	0.000453
20063	Kansas	Gove	pcnt_pcp	0.001862
20065	Kansas	Graham	pcnt_pcp	0.000384
20067	Kansas	Grant	pcnt_pcp	0.000509
20069	Kansas	Gray	pcnt_pcp	0.000166
20071	Kansas	Greeley	pcnt_pcp	0.001592
20073	Kansas	Greenwood	pcnt_pcp	0.000749
20075	Kansas	Hamilton	pcnt_pcp	#VALUE!
20077	Kansas	Harper	pcnt_pcp	0.000497
20079	Kansas	Harvey	pcnt_pcp	0.000806
20081	Kansas	Haskell	pcnt_pcp	0.000468
20083	Kansas	Hodgeman	pcnt_pcp	0.000522
20085	Kansas	Jackson	pcnt_pcp	0.000742
20087	Kansas	Jefferson	pcnt_pcp	0.000627
20089	Kansas	Jewell	pcnt_pcp	0.000325
20091	Kansas	Johnson	pcnt_pcp	0.001008
20093	Kansas	Kearny	pcnt_pcp	0.000752
20095	Kansas	Kingman	pcnt_pcp	0.000127
20097	Kansas	Kiowa	pcnt_pcp	0.00039
20099	Kansas	Labette	pcnt_pcp	0.000835
20101	Kansas	Lane	pcnt_pcp	0.000574
20103	Kansas	Leavenworth	pcnt_pcp	0.000366
20105	Kansas	Lincoln	pcnt_pcp	0.000309
20107	Kansas	Linn	pcnt_pcp	0.000104
20109	Kansas	Logan	pcnt_pcp	0.001082
20111	Kansas	Lyon	pcnt_pcp	0.000624
20113	Kansas	McPherson	pcnt_pcp	0.000721
20115	Kansas	Marion	pcnt_pcp	0.000237
20117	Kansas	Marshall	pcnt_pcp	0.000495
20119	Kansas	Meade	pcnt_pcp	0.000218
20121	Kansas	Miami	pcnt_pcp	0.000457
20123	Kansas	Mitchell	pcnt_pcp	0.000787
20125	Kansas	Montgomery	pcnt_pcp	0.000509
20127	Kansas	Morris	pcnt_pcp	0.000846
20129	Kansas	Morton	pcnt_pcp	0.000929
20131	Kansas	Nemaha	pcnt_pcp	0.000983
20133	Kansas	Neosho	pcnt_pcp	0.000546
20135	Kansas	Ness	pcnt_pcp	0.000965
20137	Kansas	Norton	pcnt_pcp	0.00053
20139	Kansas	Osage	pcnt_pcp	0.000123
20141	Kansas	Osborne	pcnt_pcp	0.00078
20143	Kansas	Ottawa	pcnt_pcp	0.000656
20145	Kansas	Pawnee	pcnt_pcp	0.000716
20147	Kansas	Phillips	pcnt_pcp	0.000532
20149	Kansas	Pottawatomie	pcnt_pcp	0.000507
20151	Kansas	Pratt	pcnt_pcp	0.000726
20153	Kansas	Rawlins	pcnt_pcp	0.000798
20155	Kansas	Reno	pcnt_pcp	0.000651
20157	Kansas	Republic	pcnt_pcp	0.000808
20159	Kansas	Rice	pcnt_pcp	0.000495
20161	Kansas	Riley	pcnt_pcp	0.000672
20163	Kansas	Rooks	pcnt_pcp	0.000773
20165	Kansas	Rush	pcnt_pcp	0.000301
20167	Kansas	Russell	pcnt_pcp	0.000286
20169	Kansas	Saline	pcnt_pcp	0.000754
20171	Kansas	Scott	pcnt_pcp	0.000606
20173	Kansas	Sedgwick	pcnt_pcp	0.000789
20175	Kansas	Seward	pcnt_pcp	0.000565
20177	Kansas	Shawnee	pcnt_pcp	0.000758
20179	Kansas	Sheridan	pcnt_pcp	0.000392
20181	Kansas	Sherman	pcnt_pcp	0.000333
20183	Kansas	Smith	pcnt_pcp	0.000776
20185	Kansas	Stafford	pcnt_pcp	0.000452
20187	Kansas	Stanton	pcnt_pcp	0.000444
20189	Kansas	Stevens	pcnt_pcp	0.000174
20191	Kansas	Sumner	pcnt_pcp	0.000332
20193	Kansas	Thomas	pcnt_pcp	0.000629
20195	Kansas	Trego	pcnt_pcp	0.001669
20197	Kansas	Wabaunsee	pcnt_pcp	0.000284
20199	Kansas	Wallace	pcnt_pcp	0.016151
20201	Kansas	Washington	pcnt_pcp	0.000345
20203	Kansas	Wichita	pcnt_pcp	#VALUE!
20205	Kansas	Wilson	pcnt_pcp	0.000745
20207	Kansas	Woodson	pcnt_pcp	#VALUE!
20209	Kansas	Wyandotte	pcnt_pcp	0.000621
21001	Kentucky	Adair	pcnt_pcp	0.00043
21003	Kentucky	Allen	pcnt_pcp	0.00015
21005	Kentucky	Anderson	pcnt_pcp	0.000419
21007	Kentucky	Ballard	pcnt_pcp	0.000121
21009	Kentucky	Barren	pcnt_pcp	0.000665
21011	Kentucky	Bath	pcnt_pcp	0.000086
21013	Kentucky	Bell	pcnt_pcp	0.000523
21015	Kentucky	Boone	pcnt_pcp	0.000587
21017	Kentucky	Bourbon	pcnt_pcp	0.000801
21019	Kentucky	Boyd	pcnt_pcp	0.001109
21021	Kentucky	Boyle	pcnt_pcp	0.000949
21023	Kentucky	Bracken	pcnt_pcp	0.000118
21025	Kentucky	Breathitt	pcnt_pcp	0.000649
21027	Kentucky	Breckinridge	pcnt_pcp	0.000299
21029	Kentucky	Bullitt	pcnt_pcp	0.000201
21031	Kentucky	Butler	pcnt_pcp	0.000157
21033	Kentucky	Caldwell	pcnt_pcp	0.00054
21035	Kentucky	Calloway	pcnt_pcp	0.00051
21037	Kentucky	Campbell	pcnt_pcp	0.000508
21039	Kentucky	Carlisle	pcnt_pcp	0.000392
21041	Kentucky	Carroll	pcnt_pcp	0.00037
21043	Kentucky	Carter	pcnt_pcp	0.00018
21045	Kentucky	Casey	pcnt_pcp	0.000125
21047	Kentucky	Christian	pcnt_pcp	0.000405
21049	Kentucky	Clark	pcnt_pcp	0.000477
21051	Kentucky	Clay	pcnt_pcp	0.000415
21053	Kentucky	Clinton	pcnt_pcp	0.000389
21055	Kentucky	Crittenden	pcnt_pcp	0.000321
21057	Kentucky	Cumberland	pcnt_pcp	0.000583
21059	Kentucky	Daviess	pcnt_pcp	0.000548
21061	Kentucky	Edmonson	pcnt_pcp	0.000165
21063	Kentucky	Elliott	pcnt_pcp	0.000127
21065	Kentucky	Estill	pcnt_pcp	0.000272
21067	Kentucky	Fayette	pcnt_pcp	0.00112
21069	Kentucky	Fleming	pcnt_pcp	0.000695
21071	Kentucky	Floyd	pcnt_pcp	0.000736
21073	Kentucky	Franklin	pcnt_pcp	0.000426
21075	Kentucky	Fulton	pcnt_pcp	0.00088
21077	Kentucky	Gallatin	pcnt_pcp	0.000232
21079	Kentucky	Garrard	pcnt_pcp	0.000295
